"bearing_1","bearing_2","bearing_3","bearing_4","bearing_5","bearing_6"
149.86,214.81,183.88,204.48,169.97,-1
320.47,-1,219.48,-1,242.29,-1
290.27,277.06,-1,-1,-1,-1
288.71,276.36,185.15,259.43,242.4,-1
-1,-1,-1,-1,170.51,186.97
184.65,226.38,178.28,216.15,-1,-1
317.5,-1,220.96,-1,180.17,-1
114.96,119.48,123.22,121.8,124.59,140.63
128.58,141.45,141.52,145.7,140.8,-1
-1,112.68,111.64,100.06,107.8,-1
113.71,152.89,-1,-1,-1,-1
285.64,-1,279.68,-1,-1,-1
293.4,286.27,292.13,-1,-1,-1
286.35,275.78,-1,-1,-1,-1
287.57,278.17,-1,-1,-1,-1
89.57,93.57,90.95,89.84,88.95,-1
-1,-1,-1,257.53,236.57,232.33
106.5,107.24,110.91,101.9,104.54,122.36
113.39,121.93,123.56,121.11,125.84,144.49
318.98,-1,225.84,-1,-1,-1
107.43,109.17,-1,107.55,-1,-1
-1,-1,271.24,267.27,-1,-1
-1,-1,-1,103.73,99.93,-1
-1,139,138.77,147.9,141.18,-1
317.16,-1,228.33,-1,-1,-1
-1,276.15,220.04,-1,-1,-1
283.93,-1,279,-1,261.57,-1
150.57,217.77,167.16,203.17,171.2,185.87
316.95,281.12,221.79,-1,-1,-1
-1,-1,-1,205.83,173.51,186.1
110.45,125.27,126.69,125.93,131.11,146.99
125.66,141.12,142.88,135.86,-1,-1
316.76,-1,224.15,-1,-1,-1
124.96,142.24,-1,-1,-1,-1
289.79,-1,275.18,-1,-1,-1
120.5,-1,145.78,148.58,141.52,-1
-1,139.79,141.13,-1,-1,-1
123.12,162.28,-1,144.57,-1,-1
-1,100.25,147.34,-1,138.42,-1
-1,-1,-1,161.99,150.3,-1
111.99,124.9,-1,117.86,257.18,-1
-1,114.52,115.37,-1,-1,-1
319.85,-1,227.62,244.76,166.49,-1
291.87,284.69,291.21,272.63,-1,-1
-1,114.09,115.54,-1,-1,-1
109.89,126.19,125.22,137.23,136.28,163.35
105.29,108.35,103.25,100.74,-1,-1
330.38,-1,330.79,-1,293.72,-1
-1,283.73,291.02,-1,263.95,-1
285.04,279.65,280.78,-1,-1,-1
-1,131.67,137.13,147.79,-1,-1
289.11,245.76,-1,-1,-1,-1
-1,-1,291.12,278,275.97,-1
-1,21.42,1.64,32.61,47.62,85.37
289.35,278.71,14.24,-1,-1,-1
289.94,279.8,-1,-1,-1,-1
120.27,156.07,-1,-1,-1,-1
140.05,-1,114.8,109.51,-1,-1
89.02,97.35,-1,-1,-1,-1
-1,-1,-1,79.87,105.08,-1
323.03,279.17,-1,241.77,200.01,-1
-1,139.17,144.41,-1,144.05,-1
87.86,94.71,104.25,107.89,108.61,133.37
87.63,91.22,102.15,98.36,105.09,-1
328.32,-1,103.76,98.93,102.98,122.39
92.64,97.19,109.71,103.83,106.58,129.82
-1,-1,299.14,-1,288.12,280.87
-1,140.73,140.85,144.52,-1,-1
313.27,275.41,223.66,245.75,203.76,-1
-1,287.09,291.95,276.02,273.55,276.94
-1,118.35,224,102.66,-1,-1
3.33,93.13,104.42,111.46,109.2,131.85
312.29,-1,225.54,-1,199.13,-1
-1,274.4,-1,244.43,-1,-1
313.51,273.81,224.32,243.95,-1,-1
313.85,281.1,222.76,-1,209.55,-1
99.72,-1,112.62,109.11,111.15,-1
-1,90.66,-1,95.67,103.35,-1
-1,90.77,97.12,92.98,99.59,-1
-1,249.75,206.85,231.09,198.93,201.2
331.13,81.7,289.95,258.3,219.35,215.33
-1,-1,235.33,100.55,-1,-1
-1,-1,102.06,-1,111.57,131.63
331.05,296.9,295.5,261.26,221.47,208.98
100.59,-1,110.59,-1,111.07,-1
178.84,228.38,176.05,210.79,176.51,-1
320.99,277.46,229.77,246.84,199.55,-1
232.61,240.24,231.6,232.81,217.47,212.71
311.95,293.25,295.91,259.55,-1,-1
323.19,-1,250.06,-1,223.06,-1
-1,234.43,180.56,221.59,181.07,-1
274.04,116,241.95,-1,221.11,216.83
-1,-1,-1,250.51,221.04,-1
-1,264.55,121.48,197.88,-1,-1
-1,-1,-1,249.54,202.68,-1
311.02,235.32,233.01,250.37,-1,-1
309.92,95.62,-1,103.2,-1,-1
183.41,-1,102.76,-1,107.83,129.04
-1,-1,-1,102.14,104.48,-1
99.27,246.75,-1,-1,-1,-1
201.37,-1,179.39,-1,-1,-1
-1,197.44,230.02,-1,-1,-1
94.34,98.92,105.14,-1,184.75,132.34
309.92,272.56,106.02,103.05,110.52,-1
291.18,284.75,283.33,271.45,-1,-1
273.64,267.75,-1,-1,-1,-1
278.37,-1,245.76,249.27,221.84,-1
-1,-1,241.59,249.17,-1,-1
328.03,291.25,293.91,261.24,231.33,223.94
222.66,-1,229.39,-1,-1,-1
277.13,-1,240.24,-1,220.95,-1
-1,262.73,-1,249.61,-1,-1
104.86,118.81,239.56,125.6,113.8,-1
-1,-1,-1,-1,224.4,222.49
107.25,-1,123.38,-1,-1,-1
-1,272.17,288.54,265.89,138.34,149.4
111.38,232.02,-1,-1,-1,-1
185.24,227.86,177.93,214.17,177.95,-1
-1,-1,245.13,246.98,219.9,214.93
-1,236.24,-1,212.85,103.74,-1
276.58,-1,240.83,-1,224.38,218.53
103.92,267.48,-1,-1,-1,-1
129.39,163.14,-1,-1,-1,-1
-1,-1,-1,262.35,250.47,-1
277.31,265.74,-1,-1,-1,-1
276.01,264.81,-1,239.47,221.18,219.89
184.21,232.72,-1,218.54,-1,-1
253.73,-1,210.34,231.95,203.22,203.29
-1,-1,128.81,-1,258.23,-1
-1,-1,262.4,260.05,-1,-1
293.81,287.14,291.68,260.88,-1,-1
253.11,161.39,283.24,277,273.98,-1
234.53,219.72,202.32,149.39,198.24,-1
-1,136.78,139.88,-1,-1,-1
113.39,118.34,271.98,-1,-1,-1
111.01,135.1,133.71,-1,142.37,-1
106.17,100.63,109.99,106.07,110.19,127.14
-1,127.93,114.11,110.36,-1,-1
117.33,128.95,133.27,135,-1,-1
209.77,241.39,185.2,224.85,-1,-1
296.56,-1,294.04,-1,277.59,-1
232.07,212.63,205.01,197.35,-1,-1
285.64,112.25,261.04,-1,236.04,-1
276.51,139.42,139.95,-1,141.31,-1
288.65,270.44,241.96,248.75,211.5,-1
308.82,-1,233.59,-1,-1,-1
117.27,130.03,179.21,139.75,195.93,-1
-1,278.81,-1,228.97,-1,-1
-1,-1,-1,-1,109.76,126.16
291.9,283.77,282.23,274.12,-1,-1
106.1,-1,284.1,-1,-1,-1
292.07,284.1,284.76,272.64,-1,-1
282.65,276.6,267.49,262.03,250.86,-1
288.52,283.49,269.92,-1,247.72,-1
-1,280.96,281.6,267.01,258.83,-1
286.52,281.78,283.22,-1,-1,-1
102.36,114,110.9,110.09,112.25,-1
90.89,98.53,111.09,103.57,108.51,129.66
103.1,110.04,-1,110.63,111.89,-1
117.41,140.62,-1,-1,-1,-1
115.43,136.84,136.02,-1,-1,-1
285.84,283.87,-1,273.34,-1,-1
292.91,-1,283.1,272.79,265.27,-1
288.02,-1,280.73,-1,258.52,-1
92.63,316.21,107.14,100.71,106.85,157.06
286.52,281.23,284.24,269.36,260.51,-1
294.16,283.27,292.28,274.32,-1,-1
310.22,282.26,232.81,269.68,-1,-1
299.19,289.78,295.44,281.06,-1,-1
124.02,160.17,-1,-1,-1,-1
284.93,282.48,286.69,233.69,277.08,279.58
123.23,161.28,150.6,-1,-1,-1
121.92,147.52,142.1,161.13,-1,-1
-1,-1,-1,79.42,109.73,127.58
287.99,283.53,-1,-1,-1,-1
288.95,280.28,279.03,276.24,261.56,-1
-1,-1,291.67,-1,258.38,276.38
293.6,288.65,289.29,107.94,355.47,-1
-1,-1,280.92,275.57,261.78,-1
115.21,149.79,131.99,144.28,139.37,-1
285.05,281.73,285.93,277.66,279.64,289.7
291.67,288.88,286.33,270.49,271.18,-1
289.35,279.98,283.08,269.1,-1,-1
288.35,281.89,280.9,270.19,262.01,-1
284.72,286.34,287.42,-1,-1,-1
106.04,114.03,117.43,-1,123.51,-1
104.41,108.67,-1,-1,-1,-1
153.12,117.1,293.97,-1,-1,-1
286.69,282.08,-1,276.4,-1,-1
293.56,286.62,293.16,276.6,-1,-1
287.02,282.57,280.2,262.04,262.01,-1
306.49,273.98,263.44,257.39,238.68,236.2
285.96,281.71,286.63,273.24,276.5,283.32
98.27,108.88,115,114.73,112.3,131.9
-1,142.99,144.98,-1,-1,-1
87.51,88.88,-1,-1,-1,-1
-1,-1,98.38,99.8,128.29,129.99
-1,-1,93.36,-1,102.73,-1
-1,103.63,110.42,100.73,-1,-1
286.43,174.32,147.4,151.96,149.51,-1
-1,-1,145.27,-1,142.41,-1
126.85,87.96,138.79,-1,-1,-1
136,141.17,145.6,142.8,-1,-1
-1,-1,146.16,-1,137.03,-1
288.58,284.57,-1,-1,-1,-1
-1,210.08,171.17,-1,-1,-1
119.09,132.24,136.85,-1,-1,-1
307.37,274.58,-1,-1,-1,-1
-1,286.71,288.14,-1,268.11,283.06
-1,162.78,154.19,-1,-1,-1
283.23,-1,262.4,-1,-1,-1
274.67,272.08,267.59,257.93,235.82,-1
285.97,-1,279.49,-1,-1,-1
-1,281.28,-1,268.56,267.21,-1
316.31,142.64,-1,-1,-1,-1
-1,279.64,-1,247.51,-1,-1
-1,133.95,-1,138.02,-1,-1
100.93,-1,273.58,-1,-1,-1
-1,-1,-1,107.45,113.46,-1
-1,-1,236,-1,262.58,-1
289.23,283.96,-1,268.11,-1,-1
309.26,-1,232.28,-1,-1,-1
290.01,282.43,279.89,270.6,264.18,-1
-1,109.2,-1,108.59,-1,-1
-1,-1,-1,-1,108.39,115.87
239.31,145.16,148.61,151.95,168.2,296.9
-1,283.78,283.87,168.45,-1,-1
-1,-1,107.47,111.9,-1,-1
286.8,-1,286.46,273.9,-1,-1
305.57,-1,237.18,-1,204.45,-1
288.78,280.02,279.77,266.48,261.16,-1
304.01,274.42,230.81,93.16,-1,-1
130.58,144.33,-1,216.07,-1,-1
289.28,278.04,273.83,-1,262.19,-1
-1,284.4,285.81,273.4,256.87,136.07
287.72,281.56,277.59,267.36,258.48,-1
114.89,131.57,133.54,132.61,135.15,151.03
224.81,138.71,-1,-1,-1,-1
286.2,246.18,271.32,-1,-1,-1
317.47,296.05,295.83,264.05,224.07,215.17
-1,280.92,-1,270.67,-1,-1
325.77,295.25,294.61,266.88,227.25,215.5
-1,-1,291.16,-1,229.06,-1
117.4,136.7,232.64,135.68,-1,-1
266.61,294.72,294.49,265.07,228.19,213.82
-1,-1,133.13,-1,134.8,-1
323.13,296.32,295.03,264.15,229,-1
90.34,95.86,-1,99.69,-1,-1
307.33,294.44,294.95,259.08,228.31,-1
323.52,291.82,312.83,262.46,115.47,215.39
91.41,91.15,297.48,-1,227.24,215.54
330.51,295.39,-1,261.37,-1,-1
105.16,114.72,-1,262.5,-1,-1
-1,283.48,267.34,-1,-1,-1
89.55,92.59,107.91,101.54,109.73,127.74
-1,282.35,-1,100.29,109.02,-1
86.29,96,106.52,-1,111.89,130.05
110.87,124.27,123.23,129.63,132.7,152.15
116.97,131.25,135.66,134.99,-1,-1
124.64,167.72,261.33,-1,137.8,193.29
284.45,273.48,-1,258.37,236.12,-1
310.36,-1,236.36,-1,-1,-1
-1,287.56,298.83,263.04,228.48,219.72
-1,289.54,293.22,-1,237.4,279.23
301.33,-1,271.18,270.8,-1,-1
323.33,275.38,296.77,262.94,228.94,216.04
-1,-1,-1,-1,227.87,223.47
-1,129.49,-1,194.95,-1,-1
74.04,294.23,127.52,-1,130.95,153.23
-1,-1,130.81,-1,114.5,-1
212.42,123.61,-1,-1,-1,-1
138.38,135.96,130.86,146.58,-1,-1
115.32,128.94,132.99,135.07,-1,-1
122.02,136.39,137.91,-1,-1,-1
-1,95.8,-1,100.2,-1,-1
-1,-1,-1,98.69,105.5,123.84
90.25,99.09,107.85,-1,108.11,126.08
111.21,125.45,-1,128.41,131.69,152.32
-1,131,135.24,-1,-1,-1
304.63,273.74,238.15,245.18,209.82,-1
105.52,113.96,135.72,134.46,-1,-1
267.99,300.41,221.55,227.46,-1,-1
10.68,87.56,125.34,226.53,168.06,-1
-1,-1,-1,-1,201.44,213.23
-1,-1,-1,113.26,159.2,178.91
89.36,-1,291.24,98.09,98.51,-1
294.75,288.16,-1,275.99,-1,-1
-1,108.08,-1,111.56,-1,-1
287.5,286.16,284.87,-1,-1,-1
241.75,-1,206.34,-1,-1,-1
89.36,98.94,103.99,99.86,-1,-1
-1,-1,103.21,-1,107.92,130.31
-1,88.37,-1,94.03,-1,-1
-1,-1,-1,94.45,104.85,113.46
-1,-1,-1,-1,99.52,121.73
-1,-1,282.99,-1,262.91,-1
289.83,287.18,285.33,274.32,-1,-1
114.78,129,-1,130.62,-1,-1
-1,275.46,242.18,-1,-1,-1
303.04,274.16,239.86,245.29,206.18,203.69
113.4,126.12,130.18,186.04,132.22,-1
299.92,277.25,239.02,-1,-1,-1
291.75,-1,286.88,-1,265.74,-1
292.22,283.68,282.97,268.56,262.11,-1
90.46,93.79,102.67,102.88,-1,-1
84.45,95.64,100.55,101.41,109.1,205.87
300.18,294.32,297.81,101.71,265.31,-1
-1,-1,121.41,94.7,109.27,130.99
111.89,127.99,124.84,131.71,134.26,152.05
295.43,286.27,291.35,275.96,96.22,278.21
-1,-1,-1,-1,281.53,284.42
291.85,283.18,285.07,271.5,267.56,-1
289.73,-1,290.53,277.34,-1,-1
114.92,130.46,129.13,138.41,-1,-1
288.23,283.3,-1,-1,-1,-1
293.34,284.72,-1,273.55,-1,-1
-1,-1,-1,270.5,269.27,-1
290.55,285.38,284.29,267.94,267.93,-1
290.92,281.82,283.52,266.31,263.53,-1
292.02,-1,282.84,-1,265.17,-1
292.82,267.43,283.67,-1,-1,-1
88.88,294.71,-1,271.93,-1,-1
-1,-1,-1,99.48,103.77,-1
91.39,99.32,102.84,101.28,109.88,131.02
-1,93.67,100.87,-1,101.87,-1
162.44,223.5,175.47,210.89,176.37,190.52
108.81,119.4,113.81,115.68,-1,-1
93.58,99.13,106.11,101.83,109.48,129.28
292.86,291.35,289.15,276.17,-1,-1
298.4,358.3,299.48,-1,-1,-1
165.35,223.69,169.37,-1,-1,-1
-1,280.36,-1,274.37,266.67,-1
84.33,91.86,-1,-1,-1,-1
-1,234.67,-1,98.93,-1,-1
-1,-1,-1,-1,109.27,125.71
288.88,93.79,-1,-1,-1,-1
290.26,-1,285.3,-1,-1,-1
90.68,142.8,102.23,101.82,109.22,129.61
-1,-1,-1,116.02,125.83,-1
127.16,165.29,150.96,-1,-1,-1
-1,95.43,-1,99.84,103.85,-1
106.94,109.37,109.62,105.28,105.64,121.4
311.93,-1,305.04,-1,285.02,278.05
85.16,85.9,99.56,95.52,104.1,125.37
-1,96.14,-1,281.97,-1,-1
92.64,126.22,102.62,102.66,268.48,133.5
100.28,107.76,-1,107.4,107.97,131.93
173.46,-1,172,-1,-1,-1
106.89,115.04,117.65,-1,-1,-1
-1,89.65,-1,94.9,-1,-1
84.55,92.21,102.84,98.85,107.77,126.63
87.85,94.32,103.55,101.04,106.81,130.53
292.57,281.59,-1,-1,-1,-1
-1,-1,-1,94.78,102.05,-1
-1,-1,-1,110.25,117.68,-1
-1,-1,273.66,-1,264.98,-1
242.73,245.62,205.14,242.05,208.75,203.89
107.6,102.96,-1,-1,-1,-1
111.15,121.44,-1,-1,-1,-1
-1,96.91,-1,97.75,103.11,-1
-1,147.25,-1,156.55,-1,-1
109.76,114.62,113.69,113.31,122.85,135.78
-1,139.54,139.02,147.66,143.21,159.86
-1,134.52,-1,94.47,-1,-1
-1,129.74,128.05,-1,-1,-1
261.58,-1,235.43,-1,-1,-1
245.37,247.94,218.42,-1,-1,-1
288.92,280.91,275.28,-1,247.65,-1
107.91,116.42,-1,-1,-1,-1
293.05,276.07,282.71,259.31,243.31,236.98
265.68,251.44,242.78,-1,-1,-1
251.78,247.97,209.34,-1,201.38,204.61
83.71,89.34,-1,107.54,-1,-1
-1,120.27,126.61,-1,111.93,-1
287.45,279.47,275.45,263.02,249.66,-1
81.21,90.04,-1,98.71,106.22,123.38
247.98,249.4,199.65,-1,-1,-1
89.93,-1,101.03,99.71,-1,-1
-1,-1,100.81,-1,103.33,-1
72.57,114.26,-1,-1,-1,-1
291.05,280.19,267.77,260.22,243.93,-1
-1,-1,278.4,-1,246.35,243.68
-1,114.31,-1,117.39,-1,-1
99.83,-1,117.85,117.3,122.01,-1
106.34,123.2,263.71,99,-1,-1
-1,-1,115.7,-1,103.52,-1
112.37,132.05,135.79,-1,-1,-1
125.67,143.38,146.27,-1,145.39,-1
284.05,271.49,277.83,-1,245.42,-1
-1,131.86,133.73,-1,-1,-1
-1,-1,276.05,-1,265.23,-1
244.45,-1,212.26,-1,-1,-1
256.17,-1,212.79,-1,-1,-1
119.44,145.36,142.65,-1,-1,-1
119.99,151.94,-1,-1,-1,-1
256.4,-1,233.62,-1,230.04,-1
289.78,283.22,283.48,-1,-1,-1
-1,94.43,94.66,98.74,100.14,-1
255.66,-1,240.76,-1,-1,-1
286.3,130.9,269.71,-1,-1,-1
-1,-1,-1,256.53,244.95,243.67
-1,283.47,277.66,261.07,252.56,-1
-1,275.42,-1,265.14,-1,-1
258.68,257.99,226.45,-1,-1,-1
-1,242.97,277.17,-1,-1,-1
-1,-1,-1,-1,109.43,117.64
-1,123.5,-1,137.51,-1,-1
-1,133.97,134.71,-1,-1,-1
106.18,114.71,119.14,119.89,-1,-1
285.99,-1,267.63,-1,244.02,242.38
254.09,276.05,278.73,260.6,-1,-1
257.01,252.11,215.7,234.8,-1,-1
114.79,132.54,132.81,177.17,131.66,-1
-1,117.54,114.8,-1,-1,-1
-1,107.38,-1,107.64,116.14,-1
108.11,291.87,126.99,282.37,-1,-1
-1,-1,-1,104.32,109.41,130.1
-1,278.97,273.16,-1,-1,-1
-1,90.76,-1,96.22,100.77,126.83
-1,-1,266.51,-1,254.7,-1
-1,121.48,271.19,101.61,109.24,-1
-1,226.38,-1,211.33,175.46,-1
-1,-1,105.27,104.33,-1,-1
284.42,277.07,270.64,261.01,245.6,236.96
286.3,-1,279.46,263.26,248.9,-1
167.92,228.63,174.14,211.1,175.29,-1
287.43,-1,276.82,263.54,250.55,-1
162.46,224.39,169.59,211.2,-1,-1
-1,-1,-1,98.46,103.98,-1
251.5,299.07,139.69,241.46,174.62,-1
7.71,119.49,119.97,-1,-1,-1
-1,-1,-1,-1,176.89,184.6
-1,143.72,139.33,153.12,-1,-1
111.93,118.2,119.89,115.92,120.61,136.82
-1,149.65,146.47,-1,-1,-1
289.19,-1,276.87,262.49,251.88,-1
160.6,223.91,172.87,209.43,-1,-1
286.88,-1,275.67,263.93,178.51,184.52
-1,291.14,-1,280.86,-1,-1
111.42,141.48,142.94,-1,-1,-1
115.17,131,134.86,-1,-1,-1
-1,143.15,141.12,-1,149.78,-1
-1,-1,274.77,262.76,251.57,-1
-1,136.86,141.2,142.72,138.71,-1
-1,145.56,143.2,-1,150.39,-1
4.79,297.82,-1,240.42,175.71,-1
286.05,274.07,-1,261.49,-1,-1
-1,-1,-1,261.9,246.98,240.27
-1,-1,275.45,-1,249.19,-1
289.41,277.71,269.18,262.73,247.47,188.94
285.2,275.46,265.07,257.57,244.06,-1
-1,143.41,140.41,-1,144.19,-1
4.79,145.23,-1,241,-1,-1
-1,298.92,309.86,-1,176.32,183.46
114.18,117.34,122.68,116.83,121.72,136.33
-1,-1,277.63,-1,249.7,-1
286.94,278.4,278.26,262.38,246.12,-1
15.92,295.86,-1,232.16,171.91,186.02
104.91,114.82,121.58,-1,-1,-1
109.28,118.84,120.55,-1,115.28,-1
82.1,89.52,-1,-1,-1,-1
239.03,295.49,154.69,242.6,102.42,-1
-1,-1,-1,244.79,177.2,186.64
14.34,295.57,-1,228.42,-1,-1
79.66,86.47,269.99,93.17,102.15,-1
17.97,294.87,-1,228.57,143.42,186.64
285.93,277.54,-1,-1,-1,-1
-1,279.6,-1,261.74,246.17,242.54
-1,-1,273.58,-1,249.6,-1
287.59,93.55,269.9,101.52,-1,-1
94.9,177.67,102.82,100.71,-1,-1
94.47,-1,114,-1,110.03,130.44
85.17,97.89,98.4,-1,108.59,131.76
-1,94.36,-1,116.93,-1,-1
86.6,143.6,100.28,100.86,-1,-1
-1,144.58,146.02,-1,142.39,-1
-1,-1,134.1,-1,105.25,-1
118.46,133.07,-1,-1,-1,-1
-1,143.96,142.2,146.17,148.59,-1
90.62,-1,103.7,-1,-1,-1
88.83,97.69,105.43,102.04,108.97,-1
287.15,-1,235.53,-1,204.26,-1
81.56,90.05,-1,94.96,103.25,129.92
-1,102,107.28,-1,102.87,-1
-1,143.05,148.45,-1,141.3,-1
358.88,294.18,203.82,244.16,181.7,186.08
97.4,98.72,103.02,102.44,108.38,126.59
12.75,296.67,141.38,-1,-1,-1
284.67,-1,275.86,-1,258.24,-1
284.83,278.55,-1,262.33,-1,-1
-1,-1,295.69,-1,283.81,-1
284.9,275.58,265.14,-1,-1,-1
288.08,283.48,-1,259.91,-1,-1
289.1,279.94,280.32,-1,-1,-1
-1,85.89,-1,95.62,103.5,-1
-1,105.12,112.06,-1,-1,-1
286.06,276.48,270.64,260.82,246.42,244.32
288.35,279.25,275.8,-1,249.85,-1
-1,88.47,-1,96.37,173.2,-1
-1,-1,-1,260.97,244.71,-1
354.81,294.7,222.69,245.39,183.69,195.1
359.1,297.39,-1,245.49,180.84,-1
-1,-1,-1,248.74,176.35,-1
284.34,278.78,270.4,261.65,182.29,-1
-1,276.66,-1,265.24,246.46,244.97
287.35,276.6,272.52,-1,-1,-1
-1,83.98,273.87,-1,-1,-1
97.59,150.56,146.44,-1,-1,-1
11.82,294.09,-1,-1,-1,-1
10.55,296.44,-1,238.6,173.94,-1
-1,276.91,-1,264.14,280.75,-1
286.23,280.59,276.17,-1,-1,-1
285.76,279.75,270.88,261.47,247.21,247.49
290,-1,226.68,-1,-1,-1
-1,114,273.21,-1,-1,-1
283,-1,271.48,-1,250.01,-1
287.12,279.11,-1,-1,-1,-1
288.25,-1,227.63,-1,-1,-1
92.52,97.74,-1,99.43,110.9,132.91
-1,85.62,-1,97.72,106.42,-1
85.31,89.39,97.01,98.32,104.64,-1
-1,-1,-1,-1,110.23,152.67
90.82,93.98,105.98,102.13,110.97,139.93
358.06,-1,216.46,-1,-1,-1
98.44,100.44,112.47,104.19,108.23,-1
354.31,294.01,242.03,247.11,185.45,195.78
131.64,156.38,-1,114.65,-1,-1
5.89,184.12,154.89,180.85,163.65,-1
-1,-1,-1,238.87,178.25,193.29
287,269.2,-1,-1,-1,-1
226.47,294.01,-1,248.17,186.88,194.01
354.81,-1,230.85,-1,182.54,-1
-1,299.47,-1,246.43,210.14,-1
3.12,297.04,158.27,-1,-1,-1
-1,293.61,-1,239.48,-1,-1
-1,140.69,144.27,-1,146.71,-1
101.12,119.15,125.61,-1,127.82,-1
-1,-1,269.88,-1,249.06,247.19
-1,-1,232.44,-1,256.02,-1
90.69,105.45,104.52,124.08,119.49,137.65
-1,277.17,236.79,-1,-1,-1
319.38,287.2,-1,269.07,-1,-1
-1,296.49,-1,248.44,-1,-1
346.37,298.88,274.94,-1,204.34,243.13
-1,284.85,286.15,-1,-1,-1
-1,286.32,-1,266.61,-1,-1
-1,296.86,236.64,264.43,-1,-1
339.79,285.76,-1,266.36,229.2,161.73
303.03,287.07,-1,-1,-1,-1
6.18,294.43,161.01,240.99,177.17,189.57
-1,277.22,132.66,-1,178.98,-1
140.15,182.61,156.67,180.08,169.44,-1
299.62,261.54,213.52,188.25,-1,-1
-1,-1,-1,-1,135.87,157.49
90.01,94.9,105.04,101.4,109.01,135.5
83.16,86.86,100.51,99.66,101.86,128.19
0.12,295.85,-1,243.32,177.24,-1
-1,-1,130.86,-1,247.91,245.04
148.77,223.66,170.04,212.06,179.59,-1
-1,277.27,270.49,260.55,134.3,-1
115.3,-1,133.6,-1,-1,-1
117.3,131.89,132.28,144.05,-1,-1
116.1,-1,132.01,-1,-1,-1
79.83,86.14,90.53,100.04,139.76,-1
110.45,135.96,-1,137.17,137,157.99
-1,122.01,-1,131.21,135.1,-1
-1,115.48,115.93,110.55,-1,-1
108.01,101.74,119.14,112.17,120.55,-1
113.87,115.45,129.56,137.3,135.84,154.97
-1,-1,-1,113.26,112.35,-1
89.03,93.22,104.12,100.97,110.06,134.7
285.71,280.78,274.22,-1,247.39,-1
284.26,276.85,269.35,262.26,247.76,245.74
86.73,95.54,107.32,102.23,110.84,141.52
-1,284.35,287.65,278.28,-1,-1
-1,-1,-1,15.24,30.46,67.5
112.67,134.45,132.98,153.01,-1,-1
112,142.73,140.66,157.26,-1,-1
-1,-1,134.11,151.95,-1,-1
114.24,119.73,119.39,117.75,120.03,141.67
-1,-1,17.93,100.38,36.2,-1
-1,15.04,23.62,19.99,37.64,72.24
99.64,99.61,110.07,-1,-1,-1
286.55,277.51,272.89,267.99,248.69,245.87
-1,113.6,119.98,-1,-1,-1
104.91,-1,114.84,-1,-1,-1
134.12,159.89,-1,-1,-1,-1
287.79,279.25,274.98,262.22,249.8,-1
135.13,162.33,-1,-1,-1,-1
109.38,117.47,119.44,114.06,-1,-1
108.7,104.13,108.63,104.04,-1,-1
97.14,103.42,111.56,100.52,101.28,-1
288.55,-1,272.95,261.15,-1,-1
133.59,152.5,147.52,-1,-1,-1
139.8,211.33,-1,-1,-1,-1
107.44,120.56,-1,129.53,-1,-1
140.69,212.31,164.42,-1,-1,-1
-1,208.25,162.24,208.11,-1,-1
139.93,210.62,-1,-1,-1,-1
111.61,123.88,127.49,-1,-1,-1
112.57,120.49,-1,-1,-1,-1
110.88,113.2,118.95,113.67,124.11,-1
283.87,-1,274.49,266.94,-1,-1
-1,244.08,191.93,-1,192.71,-1
-1,-1,189.65,234.58,-1,-1
-1,-1,-1,1.82,30.68,66.99
122.6,164.42,-1,-1,-1,-1
229.87,-1,194.58,226.6,-1,-1
228.6,244.26,191.98,-1,196.67,-1
185.74,199.98,275.46,265.43,-1,-1
-1,252.34,272.04,261.34,252.71,-1
-1,-1,177.8,-1,178.35,-1
47.35,43.52,46.73,-1,68.4,100.97
40.47,37.48,45.72,56.5,-1,-1
290.86,274.86,232.52,-1,208.1,205.39
345.3,-1,274.66,-1,191.56,-1
122.11,144.58,135.18,-1,-1,-1
-1,205.63,172.37,121.28,-1,-1
104.23,117.3,120.4,-1,126.25,-1
-1,356.15,-1,15.44,33.98,67.53
16.81,-1,20.86,-1,-1,-1
-1,244.16,192.5,-1,-1,-1
-1,-1,-1,103.51,110.87,-1
89.26,94.48,-1,105.75,110.21,134.41
-1,116.81,-1,108.46,-1,-1
113.06,85.24,118.93,-1,-1,-1
299.51,284.3,287.5,-1,258.12,-1
-1,284.4,-1,94.49,-1,-1
235.84,-1,190.83,-1,-1,-1
232.34,242.74,-1,-1,-1,-1
-1,263.81,239.17,248.09,222.31,220.99
235.63,-1,192.31,230.32,-1,-1
-1,285.15,283.21,269.52,258,-1
282.69,245.78,271.94,-1,249.13,-1
-1,276.51,-1,259.82,-1,-1
-1,90.89,-1,101.68,111.67,130.04
154.7,199.1,-1,-1,-1,-1
-1,-1,-1,98.29,103.15,-1
346.55,291.58,275.73,250.43,194,198.27
156.16,117.09,119.67,-1,119.88,-1
343.74,292.96,-1,-1,-1,-1
-1,292.03,-1,251.85,198.38,198.48
346.4,293.42,272.68,252.03,195.59,197.84
-1,298.53,267.45,298.49,196.41,-1
341.78,294,269.95,-1,194.99,198.85
346.41,290.63,-1,249.1,196.33,-1
345.46,-1,277.96,-1,-1,-1
337.53,-1,277.21,-1,-1,-1
255.86,-1,225.08,244.2,208.14,-1
163.92,213.53,174.02,196.44,-1,-1
148.67,-1,182.08,-1,-1,-1
343.28,293.86,270.42,251.14,198.26,-1
