"bearing_1","bearing_2","bearing_3","bearing_4","bearing_5","bearing_6"
114.35,214.67,131.85,213.78,178.05,-1
305.31,-1,299.54,281.29,281.76,285.25
-1,113.58,117.74,136.34,131.69,156.21
91.55,109.83,-1,133.06,-1,-1
90.26,112.22,120.11,130.12,131,-1
91.78,116.39,116.12,128.96,132.04,-1
82.99,91.79,-1,108,107.83,-1
80.92,87.75,100.15,103.41,111.1,136.54
-1,70.81,89.86,98.16,106.43,135.86
83.66,-1,95.76,-1,111.74,-1
117.21,111.39,143.04,136.95,132.17,-1
96.63,150.7,-1,105.62,-1,-1
90.18,111.62,119.94,136.04,130.3,-1
91.47,113.15,117.73,-1,110.79,-1
90.1,-1,118.44,-1,128.32,-1
82.23,86.38,100.51,-1,-1,-1
79.83,87.11,100.51,103.86,109.08,138.45
84.16,90.94,100.26,103.7,110.17,-1
95,109.94,114.04,114.33,117.48,-1
81.37,87.55,101.06,103.62,111.52,137.84
73.68,77.47,-1,-1,-1,-1
-1,110.1,-1,131.72,127.87,-1
89.86,112.56,115.29,131.1,129.48,-1
92.09,114.63,-1,-1,-1,-1
86.35,90.81,-1,109.57,115.53,137.51
-1,-1,101.75,102.76,110.28,139.24
90.1,139.32,134.46,153.12,143.81,-1
132.92,208.08,161.19,195.92,166.35,-1
184.46,226.79,178.23,-1,-1,-1
-1,111.21,-1,214.03,175.16,-1
110.69,196.21,104.32,128.98,121.8,129.16
-1,-1,163.5,191.47,168.86,-1
85.73,93.6,101.02,102.62,109.3,134.18
91.92,110.02,115.98,128.66,-1,-1
86.74,104.84,271.07,135.01,107.7,-1
-1,-1,-1,-1,132.79,157.46
301.77,90.73,113.11,132.03,130.49,-1
85.66,-1,100.77,102.47,116.6,135.68
-1,152.29,142.91,156.93,-1,-1
101.16,107.97,110.78,113.09,115.57,-1
100.89,116.06,-1,120.69,-1,-1
95.6,114.17,118.94,126.63,129.26,-1
-1,117.39,-1,122.04,84.94,-1
152.7,195.31,-1,190.92,167.94,-1
155.36,-1,126.51,-1,124.21,-1
65.33,64.52,136.64,96.34,108.18,140.02
133.42,-1,87.97,-1,-1,-1
101.65,115.76,120.08,119.62,120.28,-1
70.1,70.78,85.08,96.93,104.54,139.12
-1,116.02,121.43,128.18,-1,-1
69.15,280.89,-1,139.27,-1,-1
92.48,113.39,117.74,128.97,128.53,-1
90.06,110.64,115.68,-1,132.74,-1
-1,132.99,125.76,136.18,131.25,-1
91.19,114.22,103.85,137.51,-1,-1
-1,-1,117.47,-1,109.66,-1
-1,-1,-1,-1,133.49,128.85
-1,117.25,120.99,-1,-1,-1
102.4,-1,108.18,113.24,-1,-1
87.45,113.8,119.95,129.55,-1,-1
88.32,111.8,118.22,127.84,129.62,-1
-1,-1,-1,134.27,131.83,158.19
89.81,112.33,117.5,138.08,131.26,-1
92.03,-1,98.84,-1,-1,-1
82.47,-1,102.12,103.59,111.52,137.81
79.77,86.89,98.38,102.41,-1,-1
83.59,76.53,92.36,97.71,105.13,138.82
92.12,113.51,116.29,134.68,132.1,-1
92.42,105.5,118.63,-1,-1,-1
-1,114.32,-1,138.43,134.99,161.21
-1,113.11,136.57,-1,-1,-1
81.33,87.62,135.1,104.69,-1,-1
287.05,111.23,117.1,130.04,130.46,121
79.31,87.42,99.92,108.74,110.11,135.52
66.67,69.64,119.87,98.83,118.66,-1
-1,-1,92,98.44,106.14,-1
69.1,-1,92.68,-1,108.13,137.36
88.08,111.86,118.13,102.68,109.95,-1
88.01,112.45,120.25,137.31,-1,-1
81.05,84.64,98.83,105.33,108.75,-1
-1,-1,-1,-1,125.37,159.41
78.2,85.08,98.18,102.48,111.51,138.94
70.49,71.41,91.13,101.27,108.39,-1
-1,-1,-1,138.95,134.07,-1
89.11,-1,119.1,137.71,130.93,-1
287.88,-1,208.38,227.29,195.16,-1
-1,222.34,104.58,103.36,-1,-1
-1,90.41,100.03,103.12,195.65,138.65
298.31,286.55,289.52,273.83,266.21,-1
-1,-1,105.82,99.67,106.37,132.11
-1,86.66,99.1,104.1,110.88,120.44
-1,115.77,-1,95.32,-1,-1
62.24,-1,110.18,-1,-1,-1
62.82,114.5,83.16,-1,105.91,139.71
79.48,86.54,109.39,109.16,112.93,136.09
81.01,85.75,102.07,102.93,111.86,126.04
87.07,-1,263.55,-1,-1,-1
90.11,96.69,105.52,103.94,110.06,134.71
-1,112.57,119.59,138.93,136.61,161.39
82.27,87.1,101.36,103.14,121.87,285.19
300.99,302.73,298.12,283.42,-1,-1
100.59,112.63,118.6,124.27,-1,-1
101.63,115.47,117.95,125.19,125.97,153.1
300.88,83.64,-1,-1,-1,-1
99.4,114.68,119.33,104.7,108,-1
-1,109.52,112.63,112.42,-1,-1
73.85,92.28,107.1,103.6,112.06,133.98
-1,72.37,94.98,103.47,111.57,135.07
156.6,195.49,165.31,-1,-1,-1
96.52,115.13,-1,-1,-1,-1
86.82,92.77,105.43,-1,111.21,-1
-1,-1,-1,-1,168.72,123.86
-1,87.02,99.59,102.64,110.51,137.21
99.24,198.12,163.47,195.82,-1,-1
-1,102.57,-1,119.75,-1,-1
340.45,236.95,177.93,-1,-1,-1
156.48,-1,163.43,194.89,-1,-1
80.36,85.85,112.05,104.14,-1,-1
-1,-1,102.28,-1,112.4,136.6
78.96,86.72,100.6,102.91,110.93,137.92
157.51,195.34,164.17,194.92,166.47,-1
147.45,200.35,163.54,194.5,-1,-1
82.72,89.16,101.03,102.13,111.68,180.05
102.49,112,-1,-1,-1,-1
96.72,113.95,118.25,125.34,128.9,151.05
97.99,114.03,123.18,121.98,104.34,-1
-1,110.53,94.52,-1,-1,-1
99.24,107.38,113.69,118,124.11,-1
92.88,113.12,116.97,-1,-1,-1
86.01,-1,120.15,133.56,135.37,-1
101.89,113.36,117.27,123.6,120.14,-1
284.81,-1,214.34,-1,193.33,-1
77.53,263.61,-1,236.9,-1,-1
90.3,108.83,119.22,136.48,124.78,-1
91.98,95.63,117.4,136.22,135.61,-1
-1,113,-1,131.51,-1,-1
-1,113.17,115.78,-1,133.95,-1
96.24,113.22,123.21,-1,-1,-1
97.72,-1,118.02,-1,-1,-1
73.23,79.45,-1,-1,-1,-1
80.82,-1,99.09,103.14,111.49,137.08
114.39,88.78,113.06,103.2,-1,-1
81.99,-1,101.2,-1,109.89,136.38
156.4,197.4,163.46,195.57,169.01,-1
-1,-1,98.49,101.54,-1,-1
82.62,-1,96.88,-1,109.96,-1
69.87,-1,129.55,179.13,-1,-1
72.3,-1,128.88,180.57,149.18,-1
116.35,-1,128.13,-1,-1,-1
79.47,104.36,101.48,160.95,110.13,138.49
-1,-1,-1,177.42,142.5,-1
70.47,354.43,-1,163.81,-1,-1
-1,96.71,-1,101.97,-1,-1
-1,198.12,137.51,192.15,166.14,-1
-1,-1,-1,-1,108.28,133.52
74.45,165.97,-1,135.67,-1,-1
-1,-1,-1,180.88,134.06,-1
-1,-1,-1,179.3,147.12,-1
-1,-1,-1,-1,148.25,167.99
136.23,169.6,127.89,181.25,146.66,171.57
157.05,201.66,165,195.49,-1,-1
-1,299.58,302.68,-1,-1,-1
89.87,98.78,120.45,101.12,105.91,129.57
79.44,84.48,99.45,102.21,110.18,138.01
81.25,87.89,98.66,102.52,108.58,-1
79.01,86.12,101.56,102.35,110.85,137.5
107.88,171.23,-1,-1,-1,-1
66.12,-1,129.1,181.82,131.21,135.11
157.35,200.83,170.13,196.41,172.77,-1
-1,-1,124.23,181.95,146.91,-1
113.94,138.37,135.15,-1,140.27,-1
91.86,184.36,105.21,-1,84.55,-1
119.3,140.98,-1,170.19,-1,-1
95.17,114.78,118.17,-1,-1,-1
-1,114.24,-1,120.53,147.28,162.21
100.81,112.47,104.36,-1,134.38,-1
91.33,111.42,-1,135.78,131.83,-1
144.12,88.1,99.44,103.68,108.46,136.81
-1,199.19,163.27,194.66,168.85,181.18
93.36,-1,115,113.44,112.53,-1
301.84,287.66,-1,272.15,260.83,-1
88.77,112.73,106.01,137.86,133.66,-1
-1,-1,118.61,-1,132,-1
-1,114.16,-1,104.06,-1,-1
86.7,-1,103.58,-1,112.3,135.13
112.08,202.77,150.74,134.64,130.3,-1
90.48,110.61,110.87,135.71,-1,-1
-1,-1,-1,214.17,168.13,188.31
-1,-1,118.65,138.26,183.55,-1
148.21,110.51,118.67,77.98,-1,-1
105,184.9,162.67,265.3,-1,-1
-1,-1,-1,106.81,168.14,-1
-1,-1,136.07,142.24,142.02,-1
-1,-1,-1,-1,115.71,134.05
83.48,77.54,94.03,-1,-1,-1
84.41,113.21,92.9,125.66,74.91,-1
-1,-1,-1,128.41,126.57,-1
90.15,97.06,103.44,101.81,108.86,127.91
299.55,-1,300.23,-1,-1,-1
116.61,156.3,136.82,162.58,148.88,-1
66.18,-1,124.4,171.91,-1,-1
-1,-1,129.64,182.39,148.32,-1
66.45,173.62,74.59,183.34,144.96,-1
78.08,86.52,99.21,102.11,111.15,135.76
-1,204.31,164.91,-1,-1,-1
118.84,135.71,-1,143.53,-1,-1
62.19,-1,123.7,183.89,-1,-1
-1,-1,144.8,183.9,148.97,172.14
-1,-1,-1,163.31,152.18,169.09
209.8,-1,179.98,-1,-1,-1
-1,127.48,127.63,130.82,-1,-1
77.56,94.99,98.91,103.14,118.11,-1
-1,-1,-1,102.78,109.61,140.34
-1,58.96,132.81,-1,-1,-1
-1,-1,185.54,220.64,149.73,169.21
120.23,174.19,143.37,166.4,152.75,167.29
93.36,114.39,122.55,-1,136.46,-1
92.21,-1,116.62,-1,-1,-1
77.25,84.24,99.47,102.78,106.89,137.6
118.06,85.53,-1,137.19,-1,-1
77.97,91.31,100.16,101.36,110.45,137.21
115.45,-1,133.32,132.27,130.16,-1
-1,55.19,-1,91.57,-1,-1
101.47,114.75,115.47,-1,106.13,140.25
53.99,296.57,77.82,-1,-1,-1
-1,-1,-1,-1,103.44,135.31
76.51,105.69,120.89,138.5,134.69,135.5
-1,75.71,-1,98.3,-1,-1
66.15,-1,93.57,-1,-1,-1
135.57,164.36,115.15,155.11,-1,-1
-1,80.33,98.16,103.29,112.21,138.51
-1,113.56,-1,119.82,-1,-1
94.22,203.97,162.39,200.46,168.92,-1
108.03,121.47,125.64,130.72,-1,-1
107.53,125.89,-1,-1,-1,-1
117.65,96.8,142.51,167.98,-1,-1
101.77,118.75,122.27,122.16,-1,-1
91.29,-1,106.1,101.97,122.18,-1
-1,-1,-1,-1,100.8,132.15
88.15,116.24,120.99,139.9,135.55,-1
-1,-1,-1,140.33,135.45,-1
81.95,83.45,100.95,102.11,111.17,-1
-1,128.78,144.12,127.41,124.67,-1
-1,-1,-1,102.34,109.64,-1
-1,128.16,128,130.1,-1,-1
-1,111.72,106.16,101.17,108.03,-1
-1,-1,120.56,139.3,128.48,-1
-1,-1,165.74,199.24,170.65,-1
120.63,159.95,-1,166.02,-1,-1
-1,134.19,132.65,149.11,134.8,-1
-1,136.21,135.15,103.88,142.19,-1
89.54,114.45,121.98,138.4,84.55,-1
-1,-1,119.82,137.9,-1,-1
-1,-1,-1,93.79,108.35,135.34
62.76,67.72,90.6,97.43,107.99,-1
116.18,177.86,132.49,127.03,82.98,-1
-1,83.1,97.1,100.89,111.84,137.35
106.63,205,167.68,194.72,-1,-1
146.2,181.47,-1,-1,-1,-1
99.87,107.5,112.72,129.7,83.75,-1
-1,-1,98.87,102.23,111.45,139.67
78.62,84.18,-1,102.51,-1,-1
147.31,-1,98.14,-1,111.13,-1
98.28,107.6,91.2,112.42,-1,-1
-1,113.73,115.45,-1,-1,-1
99.43,114.93,121.34,127.45,107.2,-1
112.47,114.6,-1,-1,-1,-1
87.97,93.97,108.64,99.16,-1,-1
-1,-1,101.98,101.88,109.11,-1
158.45,210.42,-1,-1,-1,-1
-1,206.54,168.1,188.66,103.69,-1
160.26,79.29,86.64,196.13,172.08,-1
-1,-1,130.53,133.5,-1,-1
299.96,-1,287.19,-1,265.75,-1
78.46,83.5,98.08,100.8,112.62,135.65
88.62,95.74,104.42,101.94,110.8,-1
223.07,236.8,203.19,73.21,-1,-1
-1,207.61,165.55,200.98,172.13,-1
-1,140.33,-1,105.12,-1,-1
112.75,136.92,133.21,-1,-1,-1
115.4,135.75,132.06,147.53,138.73,-1
-1,135.52,133.94,150.66,-1,-1
113.15,129.94,130.43,98.47,130.53,-1
82.42,-1,102.94,-1,108.27,134.98
-1,-1,91.1,97.99,109.18,135.91
-1,-1,105.07,101.34,109.06,-1
-1,-1,97.49,101.46,112.35,-1
77.42,83.88,97.19,101.52,109.63,136
-1,-1,100.1,103.03,110.71,137.54
99.66,105.38,111.34,-1,114.09,-1
119.51,158.35,148.28,167.62,153.12,172.15
82.49,88.46,98.85,94.76,105.57,136.79
61.44,60.89,90.61,96.89,99.95,-1
-1,74.46,91.37,101.6,105.91,-1
75.43,-1,95.9,-1,105.93,136.14
75.54,-1,99.25,101.62,110.52,134.94
-1,-1,87.77,105.77,113.57,146.02
-1,-1,70.04,97.17,108.52,142.52
-1,-1,91.97,97.67,115.59,-1
-1,-1,100.33,99.62,-1,-1
-1,-1,103.07,118.68,103.51,134.68
-1,85.66,152.63,102.61,112.35,135.83
-1,-1,-1,104.86,111.62,137.1
-1,85.92,-1,101.68,-1,-1
75.46,-1,108.55,-1,129.02,146.18
78.79,85.61,98.94,-1,110.71,-1
96.42,-1,114.41,126.79,134.89,-1
-1,-1,-1,130.31,127.6,-1
101.16,114.29,118.71,-1,-1,-1
-1,82.07,98.66,105.35,108.53,139.41
102.64,130.04,126.83,134,134.5,151.37
-1,222.47,169.44,134.16,168.97,-1
123.09,164.23,146.47,169.99,154.73,-1
77.64,82.9,97.4,102.25,112.53,-1
-1,-1,99.17,102.31,111.85,-1
81.75,86.87,99.93,99.34,106.83,134.82
-1,-1,-1,98.91,109.36,140.46
158.52,170.55,152.64,-1,-1,-1
-1,-1,167.82,202.26,-1,-1
89.56,96.73,104.2,101.3,109,-1
293.67,-1,297.38,-1,-1,-1
96.95,75.99,100.98,126.88,179.49,-1
298.33,292.06,299.72,-1,-1,-1
87.46,289.46,96.66,101.18,-1,-1
76.13,76.04,-1,-1,-1,-1
165.1,-1,114.56,-1,-1,-1
299.06,293.62,287.32,-1,106.65,138.57
163.16,211.19,167.73,205.17,173.3,-1
123.02,165.37,136.48,176.69,163.17,-1
79.48,84.84,-1,102.18,-1,-1
-1,-1,297.4,-1,110.87,138.35
120.3,125.39,130.34,-1,115.91,-1
299.72,294.1,296.12,-1,280.56,-1
-1,292.13,297.21,-1,282.67,-1
138.24,168.33,152.7,-1,-1,-1
282.43,-1,287.81,-1,-1,-1
119.6,132.55,-1,110.5,-1,-1
-1,117.23,120.84,124.13,127.48,-1
77.98,84.16,97.41,101.68,109.56,-1
115.13,127.52,114.8,133.7,129.78,-1
114.08,126.82,132.73,132.65,-1,-1
-1,103.71,111.65,111.75,112.85,-1
74.16,152.27,97.55,100.45,114.31,116.07
53.44,51.32,-1,-1,-1,-1
-1,-1,-1,89.86,107.08,138.84
-1,-1,-1,-1,108.89,138.43
-1,-1,-1,102.56,154.54,-1
-1,-1,97.93,100.46,-1,-1
-1,80.55,-1,98.8,-1,-1
-1,-1,102.98,-1,111.05,135.4
81.13,81.87,97.56,100.18,107.08,136.88
-1,125.58,135.56,124.36,-1,-1
156.66,210.79,142.96,201.18,171.98,-1
-1,104.56,-1,97.75,-1,-1
98.98,102.48,105.68,-1,-1,-1
81.57,86.89,97.92,-1,104.68,131.43
-1,131.83,96.42,101.04,112.89,141.93
122.51,167.94,149.83,171.87,152.86,-1
92.63,76.5,-1,-1,-1,-1
-1,-1,110.02,109.52,119.64,-1
-1,-1,95.46,101.58,111.43,137.86
-1,83.89,98.17,101.82,109.34,-1
-1,101.06,127.43,134.95,-1,-1
229.03,121.18,189.57,138.66,-1,-1
103.76,-1,118.84,-1,-1,-1
-1,114.72,120.02,129.77,-1,-1
-1,113.46,119.24,131.21,127.63,147.64
-1,-1,120.48,130.78,131.51,-1
97.02,-1,119.18,129.24,127.67,-1
294.62,-1,291.15,-1,279.6,-1
-1,289.65,335.58,-1,283.12,-1
-1,171.88,148.73,172.39,154.99,173.2
-1,162.74,153.03,169.31,155.45,-1
-1,-1,250.96,75.12,70.58,-1
107.34,113.72,91.44,-1,118.39,-1
-1,-1,-1,-1,109.94,149.4
-1,44.69,-1,88.33,-1,-1
-1,-1,72.4,-1,105.82,138.72
74.36,80.6,99.36,101.62,108.95,139.62
51.75,170.06,99.56,101.53,-1,-1
240.11,84.22,107.76,102.2,108.66,133.03
77.19,82.25,99.19,-1,-1,-1
-1,77.39,94.9,95.74,107.42,-1
-1,-1,122.1,-1,109.26,135.29
172.21,233.32,137.34,-1,-1,-1
-1,232.77,-1,102.97,-1,-1
-1,-1,169.09,101.52,175.67,-1
-1,-1,-1,-1,116.92,140.33
132.6,-1,99.26,-1,-1,-1
-1,-1,170.79,206.1,110.25,103.26
-1,-1,139.16,206.33,-1,-1
-1,-1,97.62,100.76,111.35,138.6
149.67,-1,215.55,-1,171.79,-1
277.17,263.82,230.96,225.56,199.72,209.59
-1,-1,129.67,139.25,136.52,-1
78.24,169.9,148.54,-1,156.53,-1
96.18,114.66,119.34,131.31,-1,-1
288.65,267.36,235.17,245.6,207.82,209.22
-1,-1,103.83,101.5,108.91,138.09
285.55,269.59,234.72,243.7,208.64,211.01
151.26,-1,87.15,298.68,62.98,313.12
294.41,285.39,293.19,49.21,280.44,-1
286.81,-1,234.88,-1,209.42,-1
125.26,-1,149.53,-1,-1,-1
-1,-1,-1,131.65,124.29,142.25
77.23,84.49,151.01,101.62,155.09,-1
-1,-1,100.39,170.02,153.96,-1
-1,-1,-1,-1,107.76,140.75
271.99,270.83,-1,251.02,-1,-1
88.88,97.21,-1,-1,-1,-1
-1,-1,-1,-1,107.86,135.67
74.44,79.24,119.33,101.43,112.56,137.75
-1,-1,-1,87.38,171.05,-1
109.99,-1,87.61,137.34,117.25,147.07
78.15,68.07,87.34,96.06,111.97,-1
105.26,112,113.65,100.98,112.47,140.23
-1,-1,135.39,148.06,133.59,-1
112.38,216.87,170.03,203.61,-1,-1
-1,-1,-1,130.62,143.05,-1
-1,69.68,86.32,97.38,-1,-1
237.71,243.06,194.45,222.88,106.94,-1
-1,-1,112.98,106.9,-1,-1
-1,63.9,88.15,96.53,-1,-1
-1,-1,-1,-1,107.54,140.52
236.77,47.04,199.6,197.02,108.3,149.27
73.5,78.78,94.53,102.73,192.42,-1
72.85,-1,91.48,94.79,110.79,139.8
167.27,216.59,170.69,207.38,172.65,-1
253.6,242.1,199.61,227.88,192.45,-1
63.81,205.3,99.45,-1,106.68,140.99
-1,-1,97.33,100.82,109.31,142.41
117.39,125.86,126.62,128.27,-1,-1
-1,-1,124.37,142.05,143.3,-1
109.03,-1,119.67,143.65,139.29,-1
-1,-1,-1,117.46,129.4,130.45
152.95,-1,124.1,124.61,126.01,150.68
-1,-1,-1,127.13,130.63,148.46
114.79,130.16,134.09,-1,-1,-1
169.9,218.46,169.92,136.38,175.82,-1
111.97,111.01,115.73,-1,109.37,-1
-1,115.07,-1,104.39,-1,-1
-1,119.71,116.07,-1,105.4,-1
-1,110.63,112.34,107.7,-1,-1
-1,-1,-1,107.27,114.54,129.99
-1,117.25,-1,110.4,-1,-1
-1,105.63,-1,106.82,103.19,-1
170.67,-1,117.91,-1,-1,-1
-1,-1,71.67,209.25,167.52,-1
55.6,49.22,87.67,110.6,-1,-1
58.25,62.47,88.11,-1,272.12,-1
309.99,83.95,95.34,-1,-1,-1
-1,359.83,338.38,-1,115.9,-1
58.63,-1,88.16,-1,112.98,-1
77.3,288,97.02,99.03,108.32,130.82
51.54,1.66,104.48,276.22,111.85,-1
-1,-1,-1,103.38,110.35,132.36
72.9,107.76,102.57,100.51,111.96,139.31
96.07,81.69,99.24,-1,171.1,-1
77.62,-1,111.03,102.03,114.53,-1
-1,-1,-1,99.77,108.31,-1
64.73,125.51,-1,96.38,-1,-1
-1,-1,-1,-1,107.76,142.15
137.78,166.86,93.89,127.37,131.05,-1
-1,-1,70.44,200.67,-1,-1
35.64,357.72,112.43,203.68,133.39,-1
-1,307.95,70.52,-1,-1,-1
-1,-1,-1,107.42,111.57,-1
-1,117.06,119.9,-1,122.44,-1
-1,-1,-1,107.97,111.13,-1
-1,-1,-1,98.36,106.79,133.36
-1,77.95,-1,100.71,111.38,139.62
80.95,203.44,104.31,202.75,172.27,-1
91.28,174.33,153.8,103.75,151.63,-1
99.97,109.89,111.82,-1,130.01,-1
75.9,82.14,94.4,100.55,110.4,-1
-1,-1,-1,-1,112.36,131.2
-1,357.67,-1,185.77,-1,-1
-1,-1,-1,-1,130.09,165.97
97.83,-1,107.43,111.9,112.39,-1
-1,-1,162.06,202.01,168,-1
-1,110.81,-1,108.77,-1,-1
-1,106.57,-1,203.29,106.45,-1
70.61,77.12,73.48,101.28,128.18,140.63
-1,-1,107.32,104.76,-1,-1
50.55,48.48,-1,-1,-1,-1
48.51,38.79,70.43,84.18,102.72,141.56
-1,55.61,113.55,99.37,112.37,146.79
-1,219.64,173.33,107.69,-1,-1
-1,-1,-1,202.22,163.03,-1
35.07,356.47,71.32,204.71,-1,-1
-1,-1,-1,143.89,128.36,-1
72.21,77.95,96.27,100.38,110.52,157.11
-1,62.06,-1,94.04,107.79,-1
71.4,-1,98.13,100.85,108.27,-1
68.9,77.32,98.95,101.71,-1,-1
-1,-1,-1,-1,111.19,140.72
35.29,355.92,69.8,206.92,131.08,166.99
-1,35.79,101.08,145.78,-1,-1
-1,138.96,70.63,207.42,103.07,157.62
88.52,-1,86.14,-1,110.22,140.6
160.38,220.16,173.89,211.15,155.97,-1
-1,84.16,97,98.83,173.72,-1
-1,85.77,102.67,-1,105.3,-1
285.49,-1,106.21,107.17,116.94,-1
96.47,-1,241.48,173.16,214.67,-1
287.66,270.74,241.03,-1,216.22,-1
-1,-1,-1,-1,208.3,219.36
34.36,355.97,74.02,210.25,132.4,-1
-1,-1,-1,245.57,213.66,206.27
-1,33.99,98.49,146.38,-1,-1
283.4,354.15,76.97,150.21,-1,-1
-1,11.07,110.22,191.18,147.32,-1
-1,-1,99.55,106.83,-1,-1
8.28,81.25,73.68,208.2,142.67,-1
-1,-1,71.08,-1,118.29,162.76
26.08,219.36,122.27,103.44,-1,-1
166.57,48.58,-1,199.35,116.79,149.16
54.79,32.46,-1,208.14,-1,-1
49.64,34.49,71.04,-1,-1,-1
109.15,354.64,-1,-1,-1,-1
35.25,110.93,72.13,102.64,132.07,-1
59.67,83.85,89.83,105.76,107.21,-1
94.69,118.71,105.34,111.33,97.9,-1
-1,75.14,-1,173.15,-1,-1
105.59,347.81,101.22,192.3,144.63,-1
-1,-1,-1,-1,116.8,153.79
70.44,74.78,98.4,102.51,-1,-1
-1,354.24,-1,213.81,133.13,166.03
-1,221.82,172.61,-1,-1,-1
333.68,48.33,215.99,106.87,-1,-1
-1,-1,-1,-1,176.44,189.04
327.73,-1,219.91,-1,115.08,-1
53,45.91,-1,109.48,72.77,196.98
104.19,83.9,-1,-1,-1,-1
-1,-1,-1,-1,116.82,149.64
59.61,46.32,80.76,109.4,115.04,153.81
64.26,-1,181.6,-1,-1,-1
247.66,82.31,105.96,100.19,111.33,-1
-1,249.01,191.93,83.78,191.78,-1
-1,223.26,173.72,207.28,-1,-1
-1,-1,-1,110.87,113.41,-1
114.61,129.74,133.48,-1,-1,-1
95.69,105.28,112.38,111.73,118.68,-1
71.77,75.3,93.75,99.93,-1,-1
176.18,275.68,153.19,151.2,258.51,-1
74.25,28.28,98.75,102.08,111.97,-1
-1,-1,-1,-1,109.67,136.87
93.69,96.11,102.78,-1,-1,-1
107.26,123.37,-1,-1,-1,-1
-1,131.49,-1,110.97,-1,-1
33.91,351.69,71.75,217.87,284.25,-1
-1,-1,-1,-1,129.71,163.06
98.74,-1,86.61,-1,117.14,-1
34.58,351.26,66.88,218.28,134.04,166.67
-1,79.93,96.21,111.64,-1,-1
97.32,84.01,-1,101.65,-1,-1
71.65,74.14,70.24,215.81,131.58,-1
70.42,-1,96.58,-1,112.66,-1
55.94,46.25,85.5,107.93,117.2,138.07
107.13,128.94,132.42,-1,134.9,84.87
106.08,136.84,98.94,-1,112.85,135.5
177.55,112.32,-1,-1,-1,-1
76.36,-1,96.88,103.18,-1,-1
123.56,114.55,-1,147.79,-1,-1
105.13,131.05,141.49,-1,140.88,-1
-1,222.83,-1,101.21,-1,-1
-1,112.27,109.63,-1,-1,-1
70.83,-1,97.29,-1,-1,-1
250.64,-1,202.42,-1,-1,-1
79.94,86.08,-1,98.6,-1,-1
-1,119.24,125.79,-1,-1,-1
-1,131.05,-1,141.23,-1,-1
49.79,32.43,-1,-1,-1,-1
-1,-1,-1,-1,106.61,144.24
-1,-1,-1,107.86,111.27,141.31
-1,128.09,130.97,113.32,-1,-1
-1,104.37,-1,217.4,-1,-1
32.7,350.91,-1,221.68,135.1,165.6
-1,45.85,96.23,102.55,71.77,-1
-1,-1,-1,-1,111.98,91.59
81.03,128.93,133.64,-1,132.48,-1
-1,77.73,96.7,103.68,-1,-1
85.05,121.94,119.12,129.17,-1,-1
90.59,115.88,116.68,-1,-1,-1
-1,136.79,134.43,-1,-1,-1
249.68,-1,203.52,-1,-1,-1
74.39,83.09,233.78,98.47,-1,-1
286.56,265.3,-1,-1,-1,-1
-1,-1,-1,-1,183.51,154.46
58.96,56.96,83.94,93.33,115.02,-1
107.54,129.71,133.22,-1,-1,-1
77.5,82.85,93.3,99.47,-1,-1
-1,-1,121.09,-1,106.45,-1
-1,-1,86.7,-1,105.24,138.98
93.37,-1,134.25,-1,-1,-1
70.56,78.85,97.59,101.82,273.84,-1
-1,-1,-1,-1,110.09,142.12
-1,-1,107.77,114.37,113.97,134.81
68.9,75.78,96.7,101.06,111.13,140.69
-1,6.81,95.56,-1,132.66,-1
72.01,76.1,70.4,221.69,-1,-1
-1,53.33,87.15,107.01,116.02,148.23
-1,6.9,68.69,225.85,158.64,84.21
95,115.67,122.22,130.01,131.4,-1
-1,116.79,120.88,130.32,-1,-1
-1,-1,293.66,-1,131.55,165.12
165.27,250.01,197.82,209.93,176.88,186.44
43.29,28.77,63.26,214.66,80.21,-1
-1,-1,-1,101.75,115.27,-1
-1,-1,148.83,193.66,171.26,-1
-1,-1,120.87,118.3,157.77,-1
108.48,-1,132.43,-1,-1,-1
95.11,-1,126.28,147.92,137.54,156.83
-1,-1,132.42,148.45,141.64,-1
-1,118.48,121.74,135.26,-1,-1
-1,-1,-1,131.07,130.79,151.71
252.37,104.25,110.39,113.77,119.53,-1
-1,-1,119.72,112.77,-1,-1
-1,-1,109.31,91.57,-1,-1
-1,77.88,206.97,229.78,-1,-1
92.42,110.81,-1,-1,-1,-1
-1,249.2,-1,228.86,193.9,-1
-1,115.44,-1,113.35,-1,-1
97.6,93.62,116.95,132.01,122.39,-1
-1,-1,120.03,-1,135.66,-1
70.01,-1,95.43,100.99,111.29,-1
-1,-1,93.56,164.33,132.68,-1
-1,-1,92.79,169.09,127.57,139.89
76.79,80.93,-1,162.76,-1,-1
48.81,74.79,84.87,95.81,117.87,141.65
-1,-1,84.05,102.67,-1,-1
57.31,41.47,83.44,116.48,-1,-1
-1,-1,-1,114.88,119.11,149.74
-1,100.37,-1,144.54,-1,-1
-1,29.61,66.28,-1,104.62,-1
-1,89.5,-1,92.9,-1,-1
-1,-1,-1,-1,109.23,140.47
-1,-1,-1,-1,155.69,143.24
70.05,71.14,98.79,101.33,111.1,-1
-1,-1,122.46,134.77,-1,-1
78.41,144.32,97.27,129.67,108.01,135.47
-1,96.23,106.28,103.05,110.43,129.85
-1,119.99,121.17,134.3,140.24,-1
-1,-1,89.82,98.93,110.12,-1
78.26,60.72,88.7,96.64,108.44,142.15
