"RMS_received_1","RMS_received_2","RMS_received_3","RMS_received_4","RMS_received_5","RMS_received_6"
NA,79.06,78.74,94.82,NA,NA
86.66,94.81,NA,NA,NA,NA
NA,NA,NA,NA,80.09,78.05
NA,NA,NA,99.28,95.62,NA
90.04,101.72,91.56,91.62,NA,NA
88.91,97.48,84.48,NA,NA,NA
NA,81.52,74.92,NA,NA,NA
87.62,86.2,88.98,NA,83.34,NA
NA,NA,85.48,NA,78.7,NA
NA,NA,NA,NA,91.86,84.65
93.19,NA,97.78,114.85,97.48,NA
NA,85.08,79.73,NA,NA,NA
NA,87.85,87.02,81.98,84.22,NA
86.91,93.67,NA,NA,NA,NA
NA,87.54,91.66,NA,NA,NA
92.1,96.37,97.56,75.97,100.31,NA
NA,NA,NA,NA,90.09,93.12
93.44,88.82,94.13,91.95,NA,NA
84.74,88.42,98.28,89,87.35,NA
NA,NA,NA,87.57,78.14,NA
89.65,86.47,NA,81.07,NA,NA
93.74,89.78,81.94,91.67,NA,NA
NA,83.37,98.06,NA,77.8,NA
NA,92.91,NA,96.92,NA,NA
86.82,89.88,93.91,88.12,NA,NA
NA,85.5,NA,82.28,NA,NA
89.16,80.17,92.27,NA,98.23,NA
NA,94.18,NA,98.67,NA,NA
NA,90.93,89.24,NA,88.12,NA
98.2,80.32,78.85,NA,NA,NA
77.11,88.78,88.39,NA,NA,NA
NA,NA,91.91,NA,92.01,NA
85.52,85.74,82.79,NA,NA,NA
72.04,NA,75.56,NA,NA,NA
NA,NA,NA,77.94,87.26,88.61
91.08,NA,91.42,90.42,NA,NA
NA,NA,90.93,NA,91.71,NA
86.9,84.99,NA,NA,NA,NA
91.58,97.7,92.07,98.61,110.02,98.46
96.59,97.83,NA,NA,NA,NA
NA,92.32,81.3,94.82,NA,NA
NA,NA,81.58,NA,88.54,NA
NA,85.93,NA,86.3,NA,NA
99,93.37,91.04,98.54,NA,NA
NA,NA,NA,NA,92.84,99.35
NA,83.2,NA,83.93,NA,NA
94.93,90.39,95.47,92.99,98.97,91.75
86.96,84.32,92.81,NA,82.36,NA
93.45,89.86,94.52,NA,NA,NA
87.34,87.68,94.76,88.96,NA,NA
93.3,96.55,96.56,NA,101.18,95.18
85.17,83.28,NA,89.8,73.16,NA
89.44,85.16,79.45,76.16,NA,NA
86.8,84.85,80.73,84.99,NA,NA
NA,84,79.97,77.28,NA,NA
90.8,NA,89.46,NA,89.99,87.46
NA,NA,NA,84.14,85.62,NA
98.12,96.69,NA,84.85,NA,NA
84.8,NA,85.41,NA,86.02,NA
86.79,NA,80.92,NA,83.47,83.95
98.1,88.51,88.48,73.92,76.41,NA
80.94,NA,75.37,NA,NA,NA
91.6,NA,84.47,79.98,NA,NA
86.09,NA,79.82,NA,NA,NA
NA,NA,87.23,NA,83.53,NA
NA,92.03,NA,90.43,NA,NA
87.2,NA,91.39,NA,94.8,NA
79.77,83.74,80.83,NA,105.46,NA
90.37,87.57,97.05,91.81,NA,NA
NA,80.9,85.73,77.32,NA,NA
88.95,NA,90.44,89.61,NA,NA
84.1,89.61,97.55,NA,99.59,NA
89.92,82.9,89.04,87.21,92.3,87.02
89.84,93.08,86.76,88.39,87.12,NA
NA,NA,NA,81.33,85.62,NA
NA,93.26,97.97,NA,NA,NA
96.82,92.36,92.45,87.77,87.63,NA
NA,85.71,84.89,83.09,NA,NA
93.9,NA,94.74,87.62,104.91,83.9
NA,93.5,NA,88.26,73.11,NA
93.47,NA,96.13,NA,88.65,NA
86.59,85.85,NA,91.27,NA,NA
94.3,90.68,94.6,NA,NA,NA
80.59,NA,82.28,75.46,NA,NA
100.52,94.01,98.68,89.14,NA,NA
80.53,NA,88.09,NA,79.04,NA
92.27,90.58,95.79,94.16,NA,NA
93.17,NA,98.67,NA,100.36,90.74
76.79,68.5,NA,NA,NA,NA
NA,86.86,83.09,84.04,83.56,NA
81.75,85.59,NA,97.09,NA,NA
89.28,NA,94.24,NA,96.44,NA
88.59,91.04,90.49,101.22,93.96,89.22
94.77,96.44,96.53,NA,NA,NA
89.24,NA,94.1,NA,NA,NA
80.04,86.93,85.74,NA,NA,NA
87.44,81.57,NA,81.16,NA,NA
NA,NA,76.35,76.8,78.75,NA
79.53,92.46,97.81,95.42,101.01,NA
NA,87.82,NA,89.34,NA,NA
89.5,78.49,91.16,NA,91.78,87.44
89.04,NA,85.46,NA,NA,NA
NA,92.12,NA,92.2,NA,NA
NA,NA,NA,94.88,83.23,NA
NA,NA,87.88,86.3,89.8,NA
NA,89.48,NA,89.3,NA,NA
90.35,87.5,90.23,87.21,82.28,NA
NA,84.93,NA,86.8,NA,NA
98.29,97.49,92.55,90.22,NA,NA
NA,NA,NA,79.39,77,77.59
NA,81.12,NA,81.79,NA,NA
78.06,90.48,90.88,NA,95.74,NA
NA,88,NA,89.63,107.69,NA
NA,NA,88.64,85.75,84.52,NA
93.51,90.56,NA,93.37,NA,NA
83.3,87.36,86.86,NA,NA,NA
NA,91.98,NA,90.06,88.33,86.22
NA,94.63,97.62,NA,90.98,NA
94.76,95.09,96.73,98.21,NA,NA
NA,NA,91.29,NA,98.23,91.57
NA,NA,87.02,NA,87.47,NA
NA,93.34,96.73,94.64,NA,NA
90.81,94.58,96.25,NA,100.99,93.9
88.17,84.9,91.9,88.93,85.02,NA
NA,88.45,87.18,NA,99.2,93.57
91.85,96.53,NA,NA,NA,NA
81.75,71.87,90.07,NA,NA,NA
NA,NA,NA,NA,84.04,77.12
83.63,71.13,74.9,77.06,NA,NA
NA,78.93,85.12,96.19,91.82,NA
72.12,NA,87.91,NA,NA,NA
NA,95.64,97.62,95.44,102.28,NA
NA,90.42,95.73,94.78,98.42,90.32
NA,NA,NA,NA,85.48,86.4
NA,80.62,87.31,87.43,88.34,NA
NA,78.01,93.06,NA,NA,NA
NA,NA,NA,NA,76.18,84.88
NA,84.79,NA,83.54,NA,NA
75,74.7,73.77,87.89,88.98,84.68
82.26,NA,84.79,NA,NA,NA
NA,73.27,76.43,NA,NA,NA
NA,NA,NA,86.03,84.88,NA
NA,NA,NA,82.93,80.73,81.13
77.68,92.66,88.33,78.11,NA,NA
96.4,92.49,88.75,87.3,85.49,NA
NA,NA,91.88,89.34,87.9,78.41
NA,NA,90.29,88.09,86.3,NA
NA,NA,NA,NA,94,87.24
74.26,77.76,73.83,NA,NA,NA
85.46,NA,85.83,NA,88.56,81.53
77.62,81.27,78.81,NA,NA,NA
NA,NA,NA,78.57,76.05,NA
NA,85.13,NA,87.83,NA,NA
NA,88.46,NA,86.98,NA,NA
NA,84.17,NA,107.62,NA,NA
92.7,97.38,97.81,NA,102.75,NA
NA,NA,92.41,92.95,99.94,93.96
NA,83.03,81.42,NA,NA,NA
78.56,NA,76.65,NA,77.31,77.3
NA,84.69,78.55,73.59,NA,NA
NA,NA,83.08,80.57,78.33,NA
NA,NA,97.53,NA,106.11,92.67
88.64,89.64,NA,88.34,NA,NA
NA,87.09,NA,91.02,NA,NA
89.62,NA,90.38,84.1,85.01,NA
87.34,87.85,91.31,86.75,86.1,83.29
NA,85.08,85.68,82.81,NA,NA
84.46,81.18,NA,77.79,75.16,NA
NA,81.74,NA,87.66,NA,NA
NA,78.93,76.51,NA,NA,NA
98.31,98.09,97.41,97.54,104.82,95.14
NA,82.1,80.07,77.3,NA,NA
72.74,NA,77.12,NA,NA,NA
NA,NA,NA,100.82,96.9,93.87
94.68,96.31,92.86,NA,81.16,NA
NA,83.71,82.83,NA,NA,NA
82.35,NA,86.42,NA,85.76,76.59
NA,87.42,85.1,83.89,NA,NA
96.69,93.48,90.9,85.92,82.38,82.2
83.59,87.35,NA,NA,NA,NA
NA,93.83,90.13,85.34,85.07,NA
89.51,NA,89.4,NA,74,89.61
84.57,88.79,93.54,97.43,98.37,NA
NA,NA,98.93,100.88,97.85,93.37
84.73,86.37,NA,84.94,95.58,NA
NA,NA,95.65,86.5,85.67,NA
93.98,89.89,94.3,NA,89.03,NA
95.8,NA,97.01,NA,101.43,96.14
90.5,91.45,93.29,93.98,NA,NA
86.14,86.03,85.97,NA,91.49,81.51
87.65,NA,75.4,84.15,90.93,NA
NA,NA,88.93,87.34,NA,NA
94.77,82.23,77.9,93.9,NA,NA
91.53,NA,94.41,NA,NA,NA
89.05,NA,92.23,100.51,97.1,93.62
NA,96.69,100.01,NA,101.32,NA
83.02,NA,82.47,78.58,NA,NA
NA,NA,88.36,NA,90.23,NA
90.78,87.89,89.79,NA,NA,NA
84.29,84.12,87.41,NA,83.21,85.36
88.85,88.76,90.97,NA,90.65,87.97
93.66,73.59,84.23,81.1,NA,NA
NA,79.5,101.76,NA,101,96.59
NA,NA,96.83,NA,86.3,NA
80.74,NA,78.48,NA,NA,NA
NA,NA,86.14,80.75,NA,NA
79.12,86.13,81.01,NA,NA,NA
84.92,85.46,77.41,88.22,89.79,85.32
91.57,NA,99.13,95.26,103.97,95.19
96.83,NA,88.72,86.68,NA,NA
NA,93.21,NA,91.11,NA,NA
98.5,87.52,87.62,85.56,85.25,NA
NA,82.2,88.84,82.59,89.59,NA
NA,88.48,88.71,NA,NA,NA
NA,NA,NA,NA,87.26,82.86
NA,NA,89.23,NA,83.92,NA
97.46,NA,88.79,83.68,NA,NA
93.85,85.89,NA,83.07,83.57,76.8
76.14,NA,86.38,NA,NA,NA
NA,88.84,89.21,NA,NA,NA
NA,90.72,87.89,NA,NA,NA
NA,88.1,NA,87.61,NA,NA
NA,NA,85.58,85.32,NA,NA
NA,NA,NA,NA,88.62,82.61
85.82,NA,90.98,NA,NA,NA
90.85,NA,84.57,NA,NA,NA
NA,86.1,84.33,82.52,83.19,NA
NA,91.3,89.85,NA,86.35,NA
100.21,90.58,89.58,NA,NA,NA
89.25,NA,85.81,NA,86.94,83.64
91.46,84.28,80.59,NA,NA,NA
NA,NA,NA,84.23,77.04,NA
88.04,NA,84.4,NA,NA,NA
89.7,NA,78.42,NA,NA,NA
104.08,90.67,NA,88.15,NA,NA
NA,NA,88.54,85.7,NA,NA
89.94,NA,92.88,81.3,89.53,85.96
88.19,87.17,92.93,92.13,93.55,NA
90.23,91.55,90.82,NA,88.56,97.59
88.14,94.99,93.85,NA,NA,NA
88.98,84.39,88.25,88.87,88.49,NA
NA,88.83,85.31,NA,NA,NA
96.78,94.58,96.69,95.4,99.45,NA
NA,86.38,84.2,NA,NA,NA
90.84,96.87,94.51,92.66,NA,NA
92.95,92.22,95.26,NA,91.18,NA
93.34,NA,91.73,NA,92.82,NA
90.35,NA,88.32,88.65,NA,NA
86.89,NA,91.45,NA,105.8,NA
NA,NA,89.02,92.32,88.59,NA
NA,77.79,87.9,90.34,NA,NA
79.31,87.67,83.19,81.99,80.66,NA
85.53,NA,85.58,88.59,NA,NA
NA,NA,91.79,90.73,86.6,NA
87.24,91.73,87.28,93.89,NA,NA
77.81,86.36,80.76,NA,NA,NA
NA,NA,97.99,NA,105.47,NA
92.66,92.53,89.88,97.02,107.14,98.91
90.83,85.54,85.07,79.1,83.01,NA
88.22,84.9,80.44,NA,NA,NA
93.86,NA,86.84,NA,NA,NA
NA,NA,91.61,89.64,NA,NA
NA,91.68,89.83,NA,83.41,NA
90.62,85.1,86.57,90.24,NA,NA
NA,NA,90.51,84.88,NA,NA
92.46,94.05,93.52,96.58,105.53,93.76
NA,92.54,97.51,95.58,100.5,NA
NA,87.89,88.83,NA,NA,NA
98.97,NA,89.8,86.38,NA,NA
NA,NA,85.97,84.25,NA,NA
77.59,78.97,76.47,82.96,82.15,NA
91.21,NA,86.7,89.23,NA,NA
NA,NA,83.85,NA,89.42,84.54
99.42,96.94,100.93,100,106.55,97.26
98.06,91.68,89.83,NA,NA,NA
NA,NA,75.78,81.72,93.58,80.91
95.5,NA,99.27,NA,NA,NA
NA,86.4,NA,83.56,75.3,NA
86.52,88.35,92.13,88.87,88.23,NA
NA,85.77,89.58,87.48,107.97,NA
94.04,90.96,93.42,92.37,97.78,93.15
NA,95.87,NA,104.62,NA,NA
NA,90.04,NA,92.38,NA,NA
NA,NA,NA,86.32,88.63,79.73
82.26,89.86,82.5,88.96,88.92,NA
76.63,NA,76.62,NA,NA,NA
89.29,83.03,87.08,92.34,92.92,NA
NA,NA,84.08,NA,88.18,95.33
NA,79.96,83.96,NA,NA,NA
88.37,94.2,93.51,94.38,105.15,92.84
93.59,NA,74.81,NA,NA,NA
85.69,85.73,87.18,82.41,NA,NA
92.53,89.24,92.95,94.8,NA,NA
NA,82.11,82.34,NA,NA,NA
NA,87.1,89.21,NA,NA,NA
NA,84.11,81.72,NA,NA,NA
NA,75.91,81.6,NA,NA,NA
NA,NA,83.94,82.31,74.48,NA
90.33,NA,92.21,NA,93.16,85.73
NA,NA,NA,NA,90.76,83.83
NA,93.14,NA,96.85,NA,NA
83.56,81.31,NA,NA,NA,NA
89.47,NA,81.14,NA,NA,NA
NA,NA,81.64,81.54,NA,NA
83.4,81.09,74.59,NA,NA,NA
75.11,NA,93.29,NA,90.59,90.82
89.4,90.79,NA,NA,NA,NA
NA,92.45,NA,92.34,NA,NA
NA,86.74,78.01,NA,NA,NA
100.74,90.66,90.58,87.89,NA,NA
NA,NA,NA,82.48,83.74,NA
NA,78.03,96.55,99.79,106.21,96.11
NA,92.3,83.83,81.89,NA,NA
81.06,89.78,82.46,NA,NA,NA
76.39,85.09,77.16,83.56,81.74,NA
NA,89.41,92.52,NA,NA,NA
97.83,NA,91.77,NA,NA,NA
NA,NA,81.96,86.08,82.71,NA
NA,NA,NA,87.7,90.93,NA
84.31,81.84,76.72,80.16,NA,NA
NA,87.68,85.79,81.94,81.41,NA
93.32,NA,85.18,85.36,89.35,NA
79.72,NA,80.72,NA,NA,NA
NA,93.51,93.53,NA,76.53,77.83
NA,72.16,71.36,NA,87.64,81.53
80.27,86.53,82.48,NA,79.15,NA
NA,85.43,81.3,NA,79.45,NA
94.3,NA,93.26,96.45,108.82,NA
79.58,86.62,87.99,NA,NA,NA
NA,NA,NA,79.42,85.27,NA
84.81,84.2,NA,NA,NA,NA
NA,NA,82,76.7,78.75,NA
NA,86.4,86.71,NA,NA,NA
NA,87.17,93.72,89.75,NA,NA
88.83,NA,94.94,98.28,110.07,NA
NA,87.39,86.49,NA,NA,NA
94.11,NA,87.38,NA,NA,NA
NA,86.69,93,87.9,109.2,NA
95.14,91.12,95.34,92.77,NA,NA
92.33,91.08,NA,98.94,NA,NA
NA,77.91,76.47,NA,NA,NA
NA,NA,89.99,93.15,88.68,NA
92.23,NA,87.95,82.94,NA,NA
NA,NA,80.87,NA,78.04,80.08
NA,82.51,NA,89.05,NA,NA
79.85,79.08,80.13,NA,NA,NA
83.55,89.01,NA,NA,NA,NA
81.88,NA,78.33,NA,NA,NA
NA,NA,NA,84.78,83.91,NA
NA,NA,NA,84.95,86.78,83.2
79.05,78.85,NA,NA,NA,NA
82.77,NA,86.41,NA,85.26,NA
NA,86.84,NA,82.18,82.7,NA
80.78,NA,86.38,NA,83.18,NA
84.65,81.2,NA,80.07,79.29,NA
NA,NA,NA,NA,97.93,94.95
91.74,86.51,NA,81.92,81.41,NA
NA,NA,NA,99.9,96.44,NA
99.77,84,87.06,NA,82.5,NA
84.18,86.35,NA,NA,NA,NA
NA,NA,93.97,87.21,NA,NA
NA,89.86,NA,92.71,109.36,NA
NA,82.38,88.53,NA,80.65,NA
91.48,NA,91.03,94.87,88.49,NA
NA,84.91,82.63,NA,NA,NA
NA,87.01,83.55,81.09,80.57,NA
NA,NA,82.67,NA,77.43,NA
NA,83.75,84.78,NA,NA,NA
NA,NA,NA,84.28,84.59,NA
88.28,86.8,NA,NA,NA,NA
NA,83.46,88.12,84.29,84.7,NA
90.91,86.15,87.72,90.57,82.6,NA
90.29,96.75,91.97,94.24,NA,NA
NA,NA,95,85.38,NA,NA
NA,NA,92.14,95.69,90.11,NA
NA,NA,98.14,102.91,95.17,NA
83.44,84.8,NA,NA,NA,NA
NA,NA,94.82,99.29,91.01,NA
79.74,78.67,NA,82.21,NA,NA
NA,87.54,82.54,NA,NA,NA
NA,79.38,NA,80.59,NA,NA
92.78,NA,89.57,84.15,NA,NA
88.49,NA,93.36,NA,89.61,83.93
NA,85.56,80.32,78.63,NA,NA
80.3,NA,80.94,NA,NA,NA
91.39,NA,95.72,NA,NA,NA
88.5,NA,82.52,NA,84.81,NA
NA,NA,87.1,NA,84.76,NA
NA,77.96,NA,87,NA,NA
NA,NA,92.65,92.71,NA,NA
83.53,84.94,NA,NA,NA,NA
91.06,NA,98,NA,113.33,NA
89.24,NA,93.82,NA,94.58,85.37
NA,NA,NA,78.55,83.53,NA
88.94,83.54,NA,80.13,NA,NA
NA,NA,92.02,NA,94.55,NA
NA,90.05,93.22,NA,NA,NA
75.75,NA,80.88,NA,NA,NA
85.8,NA,83.68,78.25,NA,NA
90.86,87.52,93.6,92.9,102.97,92.33
NA,86.82,NA,82.33,NA,NA
88.73,NA,92.3,NA,NA,NA
NA,92.58,NA,99.4,107.77,NA
NA,87.76,NA,85.19,87.1,81.01
85.71,NA,90.1,NA,83.67,NA
NA,NA,NA,81.84,68.92,NA
93.99,NA,94.83,NA,NA,NA
76.46,91.7,NA,96.17,NA,NA
NA,NA,98.47,NA,109.61,NA
86.56,NA,87.83,NA,NA,NA
NA,NA,NA,NA,85.72,89.15
83.45,NA,87.68,NA,83.67,NA
NA,90.95,92.45,92.17,NA,NA
90.16,NA,81.31,NA,NA,NA
NA,NA,NA,NA,109.17,78.66
83.15,NA,83.76,NA,NA,NA
NA,76.35,78.67,NA,NA,NA
86.3,82.16,81.25,87.13,94.27,79.1
78.66,85.86,82.62,NA,NA,NA
NA,83.95,84.26,81,NA,NA
NA,87.71,NA,90.06,NA,NA
NA,NA,93.16,NA,102.38,NA
91.38,87.44,NA,NA,NA,NA
NA,NA,90.38,91.15,90.38,NA
73.43,85.55,79.48,76.54,74.34,NA
78.17,85.42,NA,NA,NA,NA
NA,NA,88.73,90,88.68,NA
NA,93.01,NA,98,NA,NA
73.05,81.08,84.01,NA,84.42,NA
NA,79.41,85.2,NA,NA,NA
NA,79.82,77.69,80.88,80.66,NA
NA,92.99,89.97,NA,NA,NA
NA,NA,NA,89.27,88.11,NA
96.31,95.61,92.79,90.25,87.37,83.34
84.6,83.12,NA,84.79,NA,NA
92.52,94.86,89.72,NA,NA,NA
78.34,72.48,71.38,89.53,NA,NA
NA,NA,74.07,NA,89.73,NA
NA,96.62,90.31,87.94,NA,NA
71.74,78.79,81.6,NA,NA,NA
NA,NA,NA,88.04,87.48,NA
NA,NA,NA,86.33,86.55,NA
86.37,90.45,88.12,NA,NA,NA
NA,81.77,NA,77.36,NA,NA
NA,88.64,92.81,91.81,93.75,NA
NA,76.92,80.18,77.94,79.21,NA
NA,86.32,91.17,NA,NA,NA
NA,NA,81.27,NA,104.14,85.05
NA,83.71,76.76,81.29,82.76,NA
NA,83.57,NA,85.51,NA,NA
84.48,86.82,91.52,81.18,NA,NA
NA,NA,94.66,NA,101.9,NA
81.74,NA,82.92,NA,76.51,NA
91.69,95.62,NA,90.35,NA,NA
81.45,91.02,88.59,84.79,NA,NA
82.39,NA,88.29,NA,80.54,NA
NA,NA,77.02,NA,80.61,NA
NA,90.77,86.18,NA,NA,NA
87.61,93.1,82.93,NA,NA,NA
NA,NA,NA,86.81,82.71,NA
93.66,91.23,87.15,NA,NA,NA
89.34,95.56,91.11,82.42,NA,NA
NA,97.19,93.95,103.6,NA,NA
72.73,71.46,70.42,NA,NA,NA
90.54,90.88,87.24,NA,NA,NA
NA,77.06,78.34,NA,NA,NA
79.82,77.37,NA,NA,NA,NA
79.43,84.79,NA,NA,NA,NA
NA,81.97,79.41,NA,NA,NA
NA,103.24,NA,94.13,NA,NA
78.41,77.58,NA,NA,NA,NA
NA,84.55,80.49,80.25,NA,NA
98.03,NA,92.97,NA,NA,NA
NA,88.45,80.09,78.2,78.02,NA
92.24,94,89.62,NA,NA,NA
NA,94.84,90.58,88.49,NA,NA
NA,93.42,88.02,NA,84.03,NA
NA,85.83,NA,77.96,NA,NA
NA,84.93,76.83,NA,NA,NA
NA,82.84,NA,79.86,NA,NA
NA,NA,NA,83.16,88.78,NA
NA,87.8,NA,86.94,NA,NA
96.5,81.17,97.79,NA,NA,NA
87.45,NA,87.99,NA,86.25,83.35
NA,NA,81.97,NA,77.27,NA
89.74,84.33,89.05,84.43,106.89,NA
NA,88.57,NA,84.41,NA,NA
NA,NA,85.83,81.18,NA,NA
NA,NA,NA,83.42,86.69,NA
NA,NA,83.28,NA,80.1,NA
89.53,NA,88.46,84.81,NA,NA
89.44,81.62,NA,NA,NA,NA
99.91,NA,88.92,NA,NA,NA
96.59,82.8,NA,NA,NA,NA
94.78,87.32,NA,NA,NA,NA
84.58,NA,86,NA,NA,NA
90.44,NA,91.59,NA,NA,NA
88.51,NA,88.73,NA,87.57,87.54
80.87,85.57,88.63,NA,83.64,NA
84.7,NA,84.28,NA,NA,NA
87.36,83.65,NA,NA,NA,NA
NA,NA,80.92,NA,80.48,NA
95.78,NA,92.66,84.97,NA,NA
NA,86.89,84.64,NA,NA,NA
80.53,78.15,NA,NA,NA,NA
86.12,87.99,NA,83.79,84.61,NA
93.13,NA,87.13,81.57,NA,NA
NA,81.06,80.91,NA,NA,NA
NA,NA,82.31,80.78,NA,NA
89.65,86.67,90.53,85.09,88.86,NA
77.34,77.03,84.91,NA,84.19,NA
88.52,85.9,NA,NA,NA,NA
89.01,NA,80.99,79.6,NA,NA
NA,84.48,NA,79.86,NA,NA
76.77,80.16,74.77,NA,NA,NA
NA,NA,NA,NA,95,87.85
NA,NA,NA,NA,98.58,86.07
NA,NA,NA,79.8,82.63,NA
NA,85.65,NA,87.08,NA,NA
NA,90.16,88.67,NA,NA,NA
90.2,NA,90.43,NA,83.12,NA
83.38,83.21,NA,NA,NA,NA
88.33,NA,90.75,NA,87.5,NA
NA,NA,79.43,NA,81.97,NA
96.53,NA,91.94,NA,91.4,NA
NA,83.96,80.05,NA,NA,NA
93.14,NA,90.77,NA,90.9,NA
85.08,76.45,NA,NA,NA,NA
81.21,NA,83.29,NA,NA,NA
NA,NA,87.71,NA,86.47,88.47
NA,94.76,95.55,97.87,NA,NA
NA,82.75,85.11,NA,81.55,NA
NA,95.13,82.27,98.1,89.44,NA
82.89,NA,85.71,NA,NA,NA
NA,NA,NA,81.89,79.95,NA
87.61,87.09,NA,90.19,NA,NA
86.92,NA,84.63,NA,NA,NA
NA,NA,93.87,101.07,90.48,NA
NA,88.66,89.25,NA,NA,NA
NA,79.01,79.67,NA,78.41,77.99
95.6,86.05,97.92,NA,108.38,NA
NA,NA,NA,98.04,89.86,84.76
NA,81.17,NA,89.4,NA,NA
NA,87.25,NA,81.9,NA,NA
82.58,88.29,88,78.65,81.59,NA
90.72,78.56,81.55,78.26,NA,NA
NA,76.52,78.17,81.72,NA,NA
81.07,79.87,NA,77.7,NA,NA
89.5,NA,83.18,NA,NA,NA
NA,83.98,82.34,NA,NA,NA
86.55,79.57,80.59,78.97,82.48,NA
77.49,87.83,NA,NA,NA,NA
83.01,NA,83.95,NA,NA,NA
NA,NA,75.89,76.35,79.33,NA
94.89,NA,85.1,NA,NA,NA
NA,88.57,79.45,73.65,73.8,NA
88.32,90.8,NA,NA,NA,NA
NA,NA,NA,80.07,80.12,NA
90.37,80.66,86.98,83.17,NA,NA
87.09,NA,87.79,NA,82.31,83.15
NA,NA,99.37,NA,92.62,NA
NA,89.2,NA,89.38,NA,NA
NA,89.51,92.84,86.3,91.09,81.67
87.38,NA,89.52,NA,NA,NA
84.69,83.64,84.3,78.15,NA,NA
NA,81.72,78.04,69.19,NA,NA
NA,NA,NA,80.46,78.26,79.34
NA,NA,NA,86.06,84.57,NA
NA,87.12,NA,80.54,NA,NA
NA,NA,83.14,NA,83.72,NA
83.38,79.08,82.73,79.86,80.66,NA
NA,81.34,NA,83.71,NA,NA
86.44,85.33,88.98,83.38,85.91,82.63
76.07,79.92,NA,NA,NA,NA
NA,NA,79.04,85.18,84.66,82.38
83.41,90.85,91.94,77.81,NA,NA
NA,83.96,82.73,NA,NA,NA
NA,NA,NA,79.02,74.68,NA
NA,NA,75.38,NA,79.96,NA
NA,NA,NA,NA,78.98,81.52
87.94,NA,88.77,NA,NA,NA
90.48,NA,92.58,NA,98.82,NA
NA,83.97,75.45,NA,NA,NA
NA,NA,NA,NA,90.79,80.73
NA,84.72,79.49,76.04,NA,NA
NA,81.95,76.79,74.57,NA,NA
NA,77.22,75.08,74,NA,NA
NA,83.94,NA,77.34,NA,NA
93.71,79.83,91.71,NA,NA,NA
NA,87.2,86.12,NA,NA,NA
91.57,86.58,82.9,80.06,NA,NA
NA,NA,83.49,81.06,79.51,NA
NA,79.81,78.18,77.98,81.07,NA
NA,80.56,79.55,NA,NA,NA
97.53,104.05,NA,NA,NA,NA
NA,91.18,88.36,NA,NA,NA
86.38,72.37,83.53,NA,NA,NA
101.5,89.63,88.42,83.62,NA,NA
80.43,92.32,NA,92.29,94.83,NA
NA,NA,NA,83.07,77.71,80.09
87.76,87.37,81.61,80.47,NA,NA
103.9,89.5,91.63,84.23,82.29,NA
NA,NA,83.52,NA,84.68,NA
86.43,88.18,84.53,81.18,79.99,77.8
91.98,96.21,92.93,96.85,92.03,84.24
100.38,87.98,90.89,NA,NA,NA
NA,NA,NA,88.36,85.79,NA
NA,79.65,NA,85.75,NA,NA
NA,NA,79.87,NA,75.51,77.15
NA,86.42,90.82,NA,88.3,NA
NA,81.48,NA,78.45,79.75,NA
98.17,89.13,NA,81.45,NA,NA
NA,NA,NA,80.49,80.76,79.82
NA,NA,NA,80.05,81.4,81.22
85.25,82.49,80.7,78.31,NA,NA
NA,NA,NA,85.55,83.57,NA
86.79,87.17,73.02,72.48,74.76,NA
82.07,80.24,80.74,103.45,NA,NA
85.18,86.32,NA,NA,NA,NA
86.32,79.59,83.31,NA,81.24,NA
90.35,NA,92.02,NA,98.05,93.54
NA,86.38,80.69,76.84,NA,NA
98.64,NA,88.4,NA,NA,NA
NA,92.79,NA,88.68,NA,NA
86.95,84.76,80.02,NA,NA,NA
79.49,78.93,89.08,NA,84,NA
97.87,NA,87.95,79.66,NA,NA
75.47,80.39,NA,NA,NA,NA
84.16,NA,83.25,NA,83.84,77.93
NA,NA,NA,87.89,86.06,83.52
NA,NA,NA,78.6,78.37,NA
NA,79.48,90.18,NA,NA,NA
79.24,NA,79.95,NA,NA,NA
NA,NA,NA,89.67,86.83,NA
88.32,81.77,82.64,NA,NA,NA
88.19,NA,86.42,NA,NA,NA
NA,78.53,88.44,82.38,76.05,NA
NA,93.42,89.38,88.04,NA,NA
NA,NA,81.13,83.76,83.84,NA
NA,82.75,88.37,NA,NA,NA
NA,81.54,85.7,NA,NA,NA
87,86.38,77.06,83.68,NA,NA
91.13,88.67,81.25,85.07,77,NA
89.75,89.91,NA,91.46,NA,NA
NA,NA,NA,81.54,91.2,NA
NA,84.51,NA,85.57,NA,NA
NA,93.12,NA,97.3,NA,NA
NA,80.46,76.04,NA,NA,NA
NA,NA,59.61,NA,73.86,NA
92.67,NA,100.76,NA,94.44,NA
NA,NA,NA,NA,86.17,84.31
NA,83.7,80.94,NA,NA,NA
NA,85.89,81.95,NA,NA,NA
NA,87.29,85.74,NA,NA,NA
87.57,NA,89.06,NA,NA,NA
NA,84.61,NA,85.37,NA,NA
90.55,NA,102.99,NA,NA,NA
NA,NA,NA,80.05,89.18,78.31
91.15,96.01,NA,NA,NA,NA
86.17,NA,87.89,NA,83.35,NA
NA,78.62,87.19,NA,NA,NA
NA,73.46,86.41,88.14,NA,NA
91.32,88.83,NA,NA,NA,NA
89.29,91.18,99.76,92.74,90.83,NA
NA,89.67,NA,79.2,78.43,NA
87.01,NA,89.86,NA,NA,NA
NA,78.46,NA,86.1,81.31,80.28
