"bearing_1","bearing_2","bearing_3","bearing_4","bearing_5","bearing_6"
289.35,NA,256.17,95.59,235.84,243.96
NA,279.05,NA,259.15,NA,NA
291.54,275.37,255,255.83,225.69,220.68
281.58,268.41,NA,NA,NA,NA
288.73,116.66,255.02,NA,221.83,NA
NA,NA,281.21,281.9,257.78,NA
NA,273.48,NA,254.2,235.89,NA
290.09,NA,256,256.8,225.78,NA
287.97,276.3,NA,257.52,232.19,NA
NA,95.69,NA,133.95,NA,NA
29.52,NA,182.77,NA,168.14,182.64
286.04,NA,251.63,NA,NA,NA
100.03,117.86,107.67,103.46,111.86,126.22
110.2,118.43,120.67,121.04,124.56,142.52
NA,105.83,111.31,106.21,108.02,NA
NA,267.87,NA,248.24,NA,NA
NA,NA,251.82,243.57,234.84,NA
13.09,344.6,18.23,NA,NA,NA
NA,102.59,109.7,NA,106.52,125.69
NA,277.95,254.98,252.03,224.7,NA
284.25,274.44,NA,251.72,NA,NA
283.34,NA,250.59,NA,NA,NA
100.87,111.79,NA,101.34,NA,NA
NA,112.96,119.2,108.81,109.65,122.71
100.44,112.68,NA,NA,NA,NA
NA,NA,281.12,251.54,NA,NA
NA,352.65,47.18,NA,NA,NA
105.83,108.73,NA,NA,NA,NA
287.39,NA,270.12,NA,NA,NA
298.11,100.65,256.3,97.61,224.58,119.79
NA,281.59,NA,256.37,NA,NA
108.27,110.64,120.92,120.96,NA,NA
104.16,112.93,115.55,NA,125.16,NA
NA,NA,NA,NA,121.71,146.35
110.41,130.92,252.16,133.28,224.26,NA
NA,276.56,NA,254.14,218.41,NA
123.94,136.28,NA,NA,NA,NA
102.04,NA,112.8,NA,NA,NA
100.15,NA,106.04,NA,NA,NA
90.93,92.73,103.83,97.18,NA,NA
103.62,111.96,112.43,NA,NA,NA
113.03,109.83,110.16,NA,102.4,125.57
128.65,165.52,NA,NA,NA,NA
121.96,163.49,NA,NA,NA,NA
103.76,111.38,108.71,NA,118.18,NA
NA,NA,106.14,101.51,103.1,NA
100.6,112.86,NA,NA,NA,NA
94.33,NA,114.25,NA,NA,NA
102.39,111.05,114.12,NA,NA,NA
NA,107.21,NA,110.76,NA,NA
284.76,275.25,262.9,258.45,234.78,NA
105.41,110.61,116.87,NA,113.82,NA
101.5,110.17,NA,NA,NA,NA
52.41,256.8,156.62,214.04,NA,NA
145.73,256.51,148.98,210.59,165.18,NA
285.51,277.54,269.2,261.29,238.4,234.35
NA,274.51,NA,256.33,237.79,228.79
NA,260.26,152.29,NA,NA,NA
NA,NA,150.14,NA,161.24,NA
287.06,274.59,266.59,258.1,236.5,236.16
286.4,NA,263.69,NA,234.89,236.63
284.46,274.86,NA,257.57,NA,NA
NA,274.84,NA,256.85,NA,NA
NA,NA,152.61,209.53,NA,NA
298.23,276.42,262.23,260.45,238.27,236.74
286.98,NA,260.91,NA,NA,NA
287.35,NA,264.55,256.22,236.11,234.6
96.06,105.42,NA,102.82,111.42,120.62
285.86,276.53,269.31,156.45,238.89,NA
108.65,120.73,126.16,NA,126.35,149.5
295.06,288.68,NA,NA,NA,NA
NA,NA,NA,126.7,123.22,NA
109.13,95.65,115.29,120.95,123.71,145.13
298.87,289.04,NA,NA,NA,NA
107.69,119.29,123.47,123.7,127.92,143.22
110.75,121.25,NA,NA,NA,NA
116.12,124.95,125.38,124.99,NA,NA
286.81,275.03,261.88,259.2,NA,NA
353.06,NA,343.77,NA,320.08,228.62
102.8,110.33,NA,90.54,100.49,115.77
284.94,328.09,263.3,304.47,236.22,234.24
NA,276.37,NA,259.29,NA,NA
96.26,99.09,NA,NA,NA,NA
292.74,NA,262.24,NA,NA,NA
288,115.68,120.2,NA,235.83,239.75
293.58,275.96,265.08,259.47,NA,NA
NA,267.85,261.2,NA,234.18,NA
NA,236.98,155.32,219.54,164.95,NA
42.26,264.27,155.51,NA,NA,NA
103.36,104.58,NA,NA,NA,NA
NA,112.39,NA,191.34,166.02,NA
NA,NA,NA,NA,98.06,117.23
284.57,277.69,263.41,255.12,NA,NA
285.1,273.35,263.86,NA,NA,NA
NA,240.43,163.73,206.57,233.18,NA
NA,288.96,NA,283.77,NA,NA
NA,260.98,157.47,215.78,NA,NA
NA,238.32,291.93,203.4,164.3,NA
NA,261.73,155.99,NA,NA,NA
NA,NA,152.91,204.91,165.13,177.96
285.5,NA,262.82,NA,238.71,NA
NA,260.32,154.54,214.99,168.89,NA
NA,NA,NA,210.66,174.62,184.92
286.09,NA,263.79,NA,237.46,NA
293.54,280.78,NA,257.6,NA,NA
290.34,270.2,249.48,250.7,222.37,220.03
NA,269.87,NA,246.95,220.41,219.38
298.01,288.47,290,272.09,277.17,261.1
281.35,274.11,262.72,259.55,235.26,232.96
292.8,288.1,293.56,281.43,NA,NA
111.83,97.6,108.85,93.3,101.76,NA
286.62,NA,273.31,NA,NA,NA
285.08,277.29,271.58,NA,252.38,NA
285.67,275.84,262.87,259.49,NA,NA
297.61,NA,293.48,NA,236.43,233.63
NA,102.19,NA,96.67,102.14,NA
44.36,258.4,157.11,NA,NA,NA
NA,NA,NA,217.96,166.87,NA
313.35,275.61,262.05,NA,NA,NA
NA,NA,244.04,NA,234.86,236.12
NA,267.54,NA,258.58,NA,NA
348.84,271.49,NA,257.1,218.63,NA
NA,NA,NA,250.22,214.4,217.48
NA,NA,NA,NA,131.57,150.19
NA,271.4,NA,255.15,NA,NA
NA,276.53,264.69,258.5,222.2,218.11
284.29,273.4,NA,NA,NA,NA
NA,273.84,NA,258.1,237.53,231.71
44.77,263.23,NA,NA,NA,NA
40.73,257.74,NA,NA,NA,NA
282.75,276.36,261.44,259.95,278.6,NA
NA,NA,294.63,NA,227.92,237.29
NA,92.73,NA,99.39,NA,NA
83.73,200.17,146.43,186.91,NA,NA
NA,260.97,280.52,274.4,NA,NA
NA,NA,NA,214.64,169.91,NA
108.7,125.49,172.91,127.47,130.66,145.22
287.07,293.8,283.86,279.03,269.72,NA
NA,118.14,150.29,NA,124.75,143.94
NA,NA,NA,100.93,99.7,115.07
284,265.16,262.61,259.01,236.5,245.7
NA,NA,182.67,217.75,171.24,NA
NA,275.64,189.41,257.86,235.33,235.01
NA,NA,NA,224.51,167.68,NA
127.07,99.08,110.03,NA,NA,NA
NA,NA,NA,NA,103.11,116.83
285.61,275.17,263,258.51,237.43,281.47
290.8,288.49,288.29,276.16,NA,NA
282.7,273.98,263.39,254.92,237.96,NA
284.83,276.14,264.13,256.85,235.72,NA
NA,288.59,289.5,275.78,274.21,234.6
NA,NA,NA,253.52,172.41,NA
107.45,119.21,124.72,123.41,125.11,142.87
NA,104.59,100.96,102.7,107.8,123.53
285.87,135.65,263.54,NA,233.7,233.67
NA,269.69,NA,258.75,NA,NA
NA,43.37,50.45,NA,66.82,98.82
116.45,247.82,130.49,134.52,135.32,174.99
124.22,156.54,135,137.68,NA,NA
7.19,337.91,7.02,304.33,NA,NA
101.11,18.45,118.29,115.64,109.5,128.49
114.74,138.6,NA,NA,NA,NA
117.43,NA,134.66,133.84,127.48,NA
106.79,123.88,125.42,NA,129.09,NA
113.33,122.35,128.68,124,129.62,NA
NA,NA,113.73,107.02,108.29,NA
281.49,267.54,NA,248.63,221.58,NA
NA,286.69,285.54,NA,NA,NA
NA,336.56,NA,300.98,NA,NA
129.87,128.64,NA,133.33,NA,NA
295.88,272.97,NA,NA,NA,NA
NA,280.6,261.99,NA,275.84,NA
NA,275.78,262.16,NA,274.07,NA
NA,277.12,NA,257.01,235.91,233.88
290.82,263.34,266.85,NA,236.45,NA
NA,NA,262.49,259.6,233.91,NA
NA,216.06,242.72,213.42,176.91,185.67
125.14,179.79,136.37,130.63,NA,NA
288.31,NA,262.94,NA,235.4,232.79
280.7,275.01,258.33,257.65,NA,NA
NA,NA,NA,56.56,60.3,96.89
45.6,40.17,49.1,NA,63.94,98.85
292.95,NA,250.21,NA,NA,NA
NA,NA,291.07,239.61,275.86,NA
NA,220.87,175.2,210.42,176.32,193.11
NA,235.42,175.04,214.35,176.87,187.32
278.65,272.86,272.45,263.38,251.3,NA
296.73,207.54,269.89,196.23,NA,NA
NA,NA,51.53,55.73,65.39,100.01
NA,210.78,162.7,196.68,170.5,NA
107.48,124.31,NA,NA,NA,NA
NA,NA,NA,104.57,114.24,NA
NA,209.44,162.8,NA,NA,NA
107.4,117.56,121.5,122.47,126.27,144.97
NA,284,283.4,NA,257.9,NA
301.21,280.79,NA,NA,NA,NA
104.32,NA,108.84,96.11,106.9,120.12
NA,269.87,248.48,33.57,223.88,150.72
NA,95.5,261.41,98.74,NA,NA
61.3,NA,103.63,NA,104.3,51.68
108.84,114.64,119.85,NA,NA,NA
NA,104.39,277.87,111.62,113.15,359.35
92.2,89.43,97.18,NA,NA,NA
287.99,NA,276.81,NA,NA,NA
113.23,115.16,NA,NA,NA,NA
107.48,120.08,121.09,121.72,NA,NA
75.58,NA,120.65,NA,126.09,146.84
113.19,124.43,NA,124.04,124.47,NA
NA,NA,NA,100.79,106.49,113.66
NA,116.24,NA,129.87,128.27,NA
89.46,94.1,104.23,98.1,76.33,117.57
NA,NA,NA,NA,93.8,121.92
46.4,37.39,55.08,NA,95.84,NA
NA,NA,NA,109.38,111.26,NA
91,97.12,97.64,95.18,102.17,122.72
NA,NA,NA,90.67,97.82,NA
107.11,124.07,125.94,126.34,126.67,NA
288,279.53,281.64,275.59,283.37,NA
297.7,289.88,296.04,279.26,107.09,128.95
283.97,271.64,NA,251.71,223.64,221.47
290.6,276.06,269.57,NA,NA,NA
NA,276.08,266.74,255.27,234.04,NA
106.82,116.34,72.4,114.49,118.37,131.7
350.4,325.58,NA,NA,NA,NA
331.87,NA,278.87,NA,NA,NA
103.95,NA,107.26,100.51,65.75,121.27
107.37,119.67,109.98,121.63,125.7,142.83
43.8,42.41,NA,NA,NA,NA
109.73,NA,120.03,NA,NA,NA
288.86,NA,264.42,257.07,235.62,233.01
286.1,271.41,NA,NA,NA,NA
NA,256.81,NA,254.49,NA,NA
108.94,NA,68.58,303.42,125.12,114.47
4.11,335.71,NA,NA,NA,NA
106.94,124.93,117.83,126.59,132.15,NA
NA,NA,128.1,NA,131.04,NA
107.95,123.25,127.63,124.95,129.36,NA
42.4,33.61,42.59,57.59,63.86,97.82
NA,274.51,NA,272.23,NA,NA
82.92,219,NA,NA,NA,NA
NA,223.56,149.85,NA,NA,NA
112.32,113.38,121.26,NA,NA,NA
119.33,NA,125.83,NA,NA,NA
NA,NA,NA,129.04,127.76,NA
117.05,172.81,NA,178.36,NA,NA
NA,NA,132.68,148.52,NA,NA
81.9,218.84,NA,NA,NA,NA
104.83,NA,104.76,93.78,100.32,NA
289.15,NA,267.63,259.39,236.77,NA
NA,NA,NA,101.42,110.48,NA
118.56,130.54,NA,137.55,NA,NA
291.48,NA,262.21,NA,NA,NA
102.24,NA,108.65,NA,NA,NA
NA,NA,101.69,NA,107.58,NA
115.59,287.69,120.08,NA,NA,NA
NA,103.16,109.93,99.7,101.87,129.69
288.28,273.19,251.68,NA,217.21,NA
265.1,265.93,227.96,239.53,NA,NA
291.08,276.14,264.09,NA,NA,NA
274.91,269.77,NA,NA,NA,NA
349.01,339.71,337.89,301.85,316.29,NA
NA,NA,NA,103.86,103.91,117.75
NA,NA,107.99,98.4,105.48,NA
NA,NA,274.71,269.46,NA,NA
NA,NA,NA,102.64,106.21,121.63
NA,NA,NA,NA,109.41,120.73
33.04,258.83,164.55,NA,NA,NA
NA,262.02,164.55,NA,NA,NA
NA,NA,164.66,214.79,NA,NA
89.7,225.85,147.14,130.81,NA,NA
NA,144.03,130.21,138.63,NA,NA
25.93,264.17,164.03,226.19,174.77,NA
NA,273.85,266.23,NA,NA,NA
108.14,NA,110.87,NA,NA,NA
219.36,238.67,192.61,220.84,190.43,NA
168.68,264.44,NA,223.34,173.06,NA
NA,264.1,NA,221.68,173.11,187.75
NA,201.84,164.1,212.35,172.03,NA
NA,NA,NA,200.39,173.15,NA
NA,NA,252.88,246.55,NA,NA
NA,285.95,NA,271.56,NA,NA
285.43,NA,255.15,252.53,171.87,NA
NA,NA,NA,NA,216.17,193.2
NA,116.44,NA,123.83,NA,NA
NA,120.23,148.1,189.4,127.97,145.99
350.41,333.63,358.37,NA,NA,NA
116.3,132.8,NA,NA,NA,NA
NA,NA,NA,221.23,173.03,186.46
NA,NA,165.2,222.19,NA,NA
90.71,119.08,155.83,200.47,150.06,144.68
27.08,261.26,162.95,219.47,172.72,NA
NA,NA,NA,222.42,172.36,187.3
NA,NA,277.63,259.21,255.11,NA
290.55,272.71,254.82,205.27,231.27,235.79
NA,227.16,182.98,NA,NA,NA
NA,241.63,NA,219.83,181.9,190.66
NA,261.71,245.08,211.81,171.73,NA
NA,NA,NA,158.65,129.43,NA
60.56,64.55,104.26,156.22,146.35,NA
NA,241.97,196.96,220.71,182.94,192.77
NA,240.99,187.66,NA,NA,NA
103.79,103.06,108.34,NA,100.24,NA
NA,NA,NA,221.82,174.01,186.35
NA,277.13,276.27,268.52,NA,NA
287.93,285.48,279.76,NA,275.44,NA
84.51,95.36,103.48,98.71,105.54,128.63
91.42,94.29,253.89,101.85,255.1,NA
NA,NA,NA,NA,104.02,127.88
79.92,241.12,NA,NA,NA,NA
NA,NA,155.3,207.71,NA,NA
79.12,231.1,153,NA,NA,NA
NA,NA,153.82,205.55,NA,NA
81.01,227.76,154.72,201.34,NA,NA
81.04,226.79,NA,201.33,161.67,180.18
NA,230.2,151.82,NA,162.46,NA
NA,228.49,154.2,201.32,161.09,175.02
23.82,265.66,167.37,NA,NA,NA
57.85,39.34,NA,167.54,NA,NA
97.43,NA,107.57,NA,139.61,165.81
80.6,95.49,105.73,100.02,106.06,NA
NA,NA,NA,NA,108.24,127.67
NA,NA,155.42,198.81,164.95,183.94
NA,227.4,NA,194.45,NA,NA
NA,230.27,152.49,207.86,165.39,NA
0.69,329.15,NA,NA,NA,NA
80.63,231.64,153.68,NA,133.67,NA
11.91,353.02,16.37,277.11,146.45,180.2
NA,NA,NA,NA,137.61,163.47
NA,227.68,156.42,99.57,106.44,127.83
296.78,NA,291.67,NA,NA,NA
9.85,333.05,13.74,278.04,146.54,181.94
282.93,281.51,277.44,265.23,251.14,247.83
293.64,284.54,283.26,272.98,260.14,NA
288.78,280.86,277.8,264.98,253.07,NA
97.96,100.95,NA,NA,NA,NA
NA,279.34,NA,264.66,250.88,NA
289.43,278.66,270.91,264.79,251.72,NA
289.08,277.4,277.16,266.72,252.35,NA
296.19,302.08,292.17,NA,272.22,NA
115.06,127.71,NA,NA,NA,NA
112.44,129.14,133.07,NA,132.75,NA
113.23,129.49,128.03,NA,129.4,NA
89.51,94.4,102.69,100.22,107.24,128.07
286.93,277.54,257.67,258.96,NA,NA
116.9,116.36,NA,128.32,131.95,NA
NA,NA,119.1,95.16,93.3,121.77
345.34,323.98,336.9,299.54,105.03,NA
224.2,321.96,336.92,297.82,NA,NA
254.34,255.64,225.61,242.82,NA,NA
294.75,282.67,NA,NA,NA,NA
218.81,236.03,NA,222.24,NA,NA
200.06,288.44,188.61,220.53,83.15,NA
NA,238.75,111.41,234.23,NA,NA
106.33,123.31,127.14,123.59,NA,NA
283.85,NA,254.44,102.26,113.02,NA
NA,153.94,NA,254.17,228.93,225.12
NA,112.4,116.66,NA,118.22,NA
NA,NA,NA,48.89,55.22,NA
38.63,33.48,47.17,50.5,60.86,95.68
91.8,94.64,104.42,100.66,106.29,127.77
86.61,95.49,NA,94.82,NA,NA
NA,90.04,100.61,95.79,NA,NA
94.07,86.4,NA,92.8,98.16,NA
NA,100.81,104.97,98.26,107.45,127
83.59,236.31,159.3,NA,NA,NA
116.05,123.48,124.73,122.63,125.26,140.55
NA,NA,276.53,NA,252.07,NA
NA,NA,277.19,260.1,248.26,NA
92.04,97.94,105.14,103.79,109.42,124.39
87.19,98.46,105.19,103.33,105.67,NA
89.3,94.02,103.33,NA,98.68,111.88
NA,NA,100.69,104.55,NA,NA
93.02,93.87,NA,98.98,109.74,128.4
NA,113.54,117.4,NA,NA,NA
293.51,288.73,290.77,269.78,272.16,280.84
NA,102.05,107.25,NA,109.22,125.37
NA,235.86,NA,222.03,207.13,NA
NA,237.55,192.48,NA,NA,NA
111.28,121.38,127.58,123.14,124.82,NA
289.75,278.68,276.47,265.08,257.29,NA
219.49,237.45,193.14,214.99,186.44,NA
88.35,94.56,NA,NA,NA,NA
291.06,282.96,280.7,NA,104.45,NA
52.57,282.8,108.89,171.95,264.31,NA
NA,NA,NA,NA,138.43,166.69
288.71,280.81,277.22,266.14,255.54,NA
NA,226.95,188.64,214.19,184.63,NA
109.44,145.58,133.4,161.4,145.81,NA
NA,NA,NA,158.22,144.19,NA
NA,NA,NA,96.2,101.53,NA
134.79,91.44,150.94,186.96,161.7,NA
NA,NA,NA,99.75,104.53,126.6
NA,190.39,NA,186.95,160.95,NA
NA,NA,NA,NA,306.65,256.14
287.45,276.92,335.59,275.96,252.16,NA
344.01,322.5,333.17,298.65,NA,NA
344,322.43,334,NA,308.63,257.5
109.55,183.68,292.46,278.12,NA,NA
NA,NA,126.13,NA,128.86,147.92
113.79,122.84,NA,NA,NA,NA
114.33,123.74,NA,NA,NA,NA
NA,NA,NA,NA,128.55,148.4
NA,NA,190.95,133.29,125.29,NA
NA,238.53,155.25,186.66,165.65,NA
NA,NA,NA,NA,164.45,178.98
NA,NA,161.18,210.34,NA,NA
NA,NA,161.83,208.98,186.4,NA
287.14,279.9,276.08,263.76,169.08,NA
287.83,284.19,278.63,265.82,251.72,NA
291.93,287.85,292.05,280.91,NA,NA
NA,88.93,97.46,93.31,101.57,NA
NA,NA,NA,NA,99.54,119.87
96.03,99.46,103.28,100.11,105.66,125.41
211.25,NA,189.45,222.44,188.21,194.22
205.15,228.65,NA,249.48,NA,NA
291.89,282.4,275.77,NA,99.99,NA
NA,NA,NA,NA,257.59,253.17
290.11,282.67,283.1,272.01,187.08,NA
288.83,NA,278.91,268.42,252.32,NA
327.09,280.44,278.43,265.97,253.9,NA
NA,279.51,278.14,266.73,255.57,NA
NA,NA,NA,86.98,98.99,NA
356.1,329.1,349.84,297.98,NA,NA
356.23,327.95,NA,NA,NA,NA
288.49,279.52,277.64,268.23,253.49,NA
286.71,NA,285.14,NA,NA,NA
93.38,185.49,190.4,224.06,NA,NA
NA,NA,109.24,107.14,146.17,124.74
92.25,92.79,104.53,100.1,106.54,129.09
95.48,98.03,124.19,125.18,129.6,149.45
86.74,94.6,NA,92.95,130.06,NA
93.48,99.89,106.59,103.96,109.68,131.86
98.35,103.92,99.4,100.71,97.15,NA
115.2,110.89,127.43,NA,126.47,NA
79.84,97.42,NA,103.02,NA,NA
289.56,280.93,263.5,NA,110.96,128.68
NA,NA,NA,115.14,120.53,NA
114.09,NA,138.87,NA,NA,NA
120.81,141.68,142.55,117.35,122.02,138.97
109.58,123.97,124.38,124.72,128.64,147.2
NA,NA,NA,99.84,105.77,NA
289.7,284.4,285.19,270.68,NA,NA
NA,NA,281.39,NA,275.1,NA
4.82,276.5,NA,274.78,NA,NA
NA,NA,NA,NA,265.9,259.59
NA,287.39,NA,269.99,272.15,271.3
NA,NA,NA,96.13,101.78,NA
104.46,NA,108.2,NA,NA,NA
NA,NA,NA,NA,103.81,124.35
104.41,112.91,118.18,NA,123.88,NA
106.32,122.25,NA,123.79,129.4,149.93
95.22,98.27,109.3,NA,105.69,NA
289.69,278.43,282.08,273.42,NA,NA
111.59,108.96,111.3,106.46,110.81,119.63
293.63,288.2,294.45,281.61,279.93,NA
287.16,278.08,279.04,263.08,256.45,NA
294.27,287.95,291.03,276.37,274.4,273.36
298.96,NA,291.91,NA,NA,NA
113.78,126.29,125.66,127.25,124.7,149.21
NA,NA,281.24,272.51,NA,NA
138.99,196.11,157.99,185.8,164.24,NA
118.89,120.26,127.02,121.86,126.25,145.19
104.03,122.96,NA,123.22,NA,NA
108.68,NA,124.88,NA,128.47,206.68
92.86,99.74,107.39,104.19,112.31,132.39
NA,327.54,344.49,298.03,127.52,NA
101.8,103.76,NA,98.37,101.76,NA
NA,280.47,272.95,NA,231.06,NA
285.89,281.54,286.81,270.91,NA,NA
116.01,123.17,NA,122.69,125.82,NA
NA,271.44,184.81,235.25,193.82,NA
NA,104.43,NA,131.37,101.23,NA
100.84,104.97,107.98,101.4,102.45,118.18
NA,NA,35.66,47.38,57.47,85.11
NA,37.06,39.89,45.17,NA,NA
NA,269.77,185.75,NA,NA,NA
NA,271.71,185.63,240.73,177.89,NA
98.3,103.25,107.4,99.72,101.83,118.8
NA,105.13,108.88,95.73,100.4,NA
287.79,283.73,283.54,NA,NA,NA
295.61,NA,291.32,NA,NA,NA
288.76,286.68,278.38,278.49,254.63,NA
NA,284.5,NA,265.55,NA,NA
293.45,287.92,290.55,275.29,274.89,274.61
91.66,99.25,104.18,100.65,104.28,136.99
348.64,269.53,187.71,NA,NA,NA
287.83,283.4,281.64,269.41,272.14,NA
NA,121.7,118.75,121.89,130.63,NA
288.74,275.83,275.54,256.91,238.26,NA
NA,277.13,NA,261.44,238.45,NA
288.37,265.68,266.94,NA,NA,NA
297.7,152.27,292.27,NA,239.91,NA
107.74,105.37,NA,98.54,102.84,NA
37.25,30.31,37.93,NA,NA,NA
286.79,278.88,265.3,261.02,241.79,236.8
346.39,271.07,188.94,NA,NA,NA
116.06,119.71,127.95,120.15,124.68,NA
NA,281.07,277.3,266.83,255.35,NA
100.01,114.9,NA,100.13,NA,NA
289.1,257.85,276.29,264.43,252.72,NA
289.25,281.47,278.35,267.46,254.48,NA
NA,270.3,190.35,NA,NA,NA
115.63,119.47,126.61,209.5,126.86,147.43
NA,NA,283.65,NA,273.5,32.09
289,294.83,290.42,320.85,27.65,NA
289.67,278.8,282.68,NA,257.39,NA
289.07,281.78,283.34,NA,255.19,NA
287.08,107.87,279.5,NA,102.54,NA
338,319.18,332.14,296.29,303.31,263.46
289.19,281.67,282.81,NA,266.55,NA
282.9,NA,278.29,NA,256.44,NA
289.61,283.06,NA,267.98,NA,NA
293.63,287.9,291.49,275.54,273.91,276.94
115.32,118.13,125.37,121.14,125.33,143.08
290.08,278.41,279.74,266.51,255.94,NA
288.91,283.72,277.55,267.86,255.77,NA
NA,123.84,NA,125.43,129.11,NA
NA,287.8,281.6,NA,281.21,281.21
NA,153.52,NA,276.33,271.38,NA
286.6,277.87,NA,NA,NA,NA
105.21,120.24,NA,121.88,NA,NA
NA,131.79,NA,140.74,NA,NA
115.34,NA,120.92,135.03,NA,NA
NA,104.6,NA,106.18,NA,NA
213.98,236.38,NA,NA,NA,NA
119.22,NA,151.49,NA,NA,NA
295.28,280.63,270.77,NA,NA,NA
337.7,NA,201.77,219.67,188.6,198.53
NA,287.69,290.03,267.78,272.64,275.42
288.8,NA,264.91,263.88,169.46,NA
288.29,279,275.62,263.5,258.67,NA
337.3,276.02,202.26,NA,NA,NA
93.23,97.75,NA,98.61,106.01,128.77
57.6,287.76,291.34,278.01,NA,NA
NA,NA,NA,NA,118.38,126.14
NA,118.98,NA,104.35,125.89,144.38
171.39,213.72,NA,NA,NA,NA
285.15,275.55,NA,NA,NA,NA
NA,275.77,265.37,259.1,236.61,NA
286.26,274.11,255.82,256.24,238.03,237.29
82.17,NA,89.28,NA,89.16,NA
101.8,100.29,NA,107,107.12,NA
287.9,283.15,275.52,255.71,256.65,248.24
NA,NA,NA,NA,233.37,231.88
124.05,270.69,143.94,NA,137.17,NA
144.43,205.66,164.46,144.31,129.33,NA
106.78,109.11,110.6,100.15,107.2,125.21
NA,273.26,199.26,237.5,188.42,NA
336.59,274.04,NA,238.39,188.12,192.13
115.1,123.16,126.77,NA,126.23,140.8
114.47,120.78,124.36,121.8,122.61,NA
NA,129.44,140.92,142.92,138.26,NA
NA,NA,NA,NA,305.82,258.96
343.79,317.91,NA,294.53,301.03,259.88
285.91,NA,266.05,NA,247.87,NA
292.04,106.01,260.76,NA,NA,NA
NA,284.8,283.6,272.89,265.94,NA
283.4,278.04,NA,NA,NA,NA
285.71,283.01,NA,NA,NA,NA
146.88,205.71,167.91,200.24,167.51,NA
NA,346.46,NA,188.21,NA,NA
48.14,343.9,107.45,NA,NA,NA
NA,NA,NA,273.97,252.24,NA
288.56,283.36,277.84,269.32,256.44,NA
285.9,NA,278.24,268.2,257.99,255.14
289.2,278.29,276.36,268.55,256.04,NA
NA,274.25,202.01,240.8,193.22,NA
291.33,279.87,281.54,267.99,257.95,260.69
115.26,190.96,NA,NA,NA,NA
287.86,279.27,278.15,267.72,253.78,NA
94.6,100.19,106.09,100.74,106.39,126.57
NA,274.07,204.37,242.34,191.34,NA
NA,278.93,132.62,NA,NA,NA
NA,NA,279.52,267.08,254.75,257.5
115.81,151.34,132.11,130.52,132.15,154.84
NA,114.26,115.91,111.03,NA,NA
NA,104.85,102.13,99.12,100.07,119.45
288.48,285.1,NA,NA,NA,NA
NA,NA,NA,NA,134.73,152.45
297.82,NA,288.57,NA,270.71,NA
NA,NA,269.36,258.86,NA,NA
295.71,294.01,294.39,285.68,290.61,114.03
221.91,235.6,NA,NA,NA,NA
288.18,112.41,227.4,227.94,259.51,NA
325.87,274.59,232.56,109.39,114.92,288.99
NA,123.71,NA,266.62,197.16,NA
NA,NA,NA,258.03,243.44,NA
104.34,122.39,133.56,125.5,129.52,148.66
288.43,283.37,NA,257.38,254.67,NA
108.38,124.51,NA,125.02,133.61,153.64
NA,137.56,136.91,NA,138.16,NA
116.69,128.98,136.07,NA,NA,NA
103.96,107.27,105.39,102.38,105.84,118.48
NA,NA,310.54,NA,290.07,276.29
316.7,NA,311.23,NA,NA,NA
289.59,285.9,285.7,269.5,266.99,261.11
NA,114.64,NA,110.49,112.33,NA
NA,98.43,106.18,101.55,106.04,126.1
NA,NA,276.51,NA,260.47,NA
287.99,278.8,275.52,266.31,257.02,NA
NA,280.64,273.44,NA,244.29,NA
287.45,280.59,279.08,267.4,255.22,NA
NA,139.46,157.5,276.29,184.07,NA
NA,100.45,107,99.62,104.18,125.17
326.68,272.72,209.99,NA,NA,NA
224.42,236.15,NA,NA,NA,NA
81.96,101,NA,98.04,NA,NA
NA,235.74,196.61,233.31,191.29,NA
289.51,281.24,276.58,268.83,249.44,122.57
286.92,278.98,278.05,268.09,257.52,208
337.21,314.55,327.36,292.25,298.73,262.97
90.95,96.61,128.45,100.45,108.37,130.21
289.6,283.17,280.61,268.56,246.64,NA
96.56,98.16,107.48,102.29,106.04,126.42
292.53,NA,288.94,NA,273.51,NA
NA,NA,266.88,263.64,275.93,NA
288.52,280.71,281.98,NA,267.09,NA
149.13,214.85,NA,208.72,NA,NA
NA,151.6,138.57,144.62,141.29,NA
NA,140.33,136.49,NA,NA,NA
44.89,NA,111.76,194.27,136.91,123.29
286.67,280.76,NA,NA,NA,NA
285.64,NA,261.37,NA,235.23,234.23
295.27,274.93,221.08,258.07,NA,NA
285.14,278.04,274.07,260.82,NA,NA
287.55,276.43,270.97,260.73,253.03,241.22
292.84,285.7,NA,NA,NA,NA
102.48,106.71,105.66,100.84,NA,NA
280.23,NA,273.89,NA,NA,NA
NA,273.36,279.05,264.13,NA,NA
NA,NA,NA,NA,125.84,144.31
NA,100.83,NA,100.76,107.48,125.62
184.69,229.63,180.69,217.43,259.73,NA
NA,101.29,111.24,96.88,NA,NA
130.13,133.69,134.1,NA,133.79,NA
185.28,225.44,177.09,215.21,178.69,193.39
149.86,214.81,183.88,204.48,169.97,NA
320.47,NA,219.48,NA,242.29,NA
290.27,277.06,NA,NA,NA,NA
288.71,276.36,185.15,259.43,242.4,NA
184.65,226.38,178.28,216.15,NA,NA
317.5,NA,220.96,NA,180.17,NA
114.96,119.48,123.22,121.8,124.59,140.63
128.58,141.45,141.52,145.7,140.8,NA
NA,112.68,111.64,100.06,107.8,NA
113.71,152.89,NA,NA,NA,NA
