"bearing_1","bearing_2","bearing_3","bearing_4","bearing_5","bearing_6"
285.64,NA,279.68,NA,NA,NA
293.4,286.27,292.13,NA,NA,NA
286.35,275.78,NA,NA,NA,NA
287.57,278.17,NA,NA,NA,NA
89.57,93.57,90.95,89.84,88.95,NA
NA,NA,NA,257.53,236.57,232.33
106.5,107.24,110.91,101.9,104.54,122.36
113.39,121.93,123.56,121.11,125.84,144.49
318.98,NA,225.84,NA,NA,NA
NA,NA,271.24,267.27,NA,NA
NA,139,138.77,147.9,141.18,NA
317.16,NA,228.33,NA,NA,NA
NA,276.15,220.04,NA,NA,NA
283.93,NA,279,NA,261.57,NA
150.57,217.77,167.16,203.17,171.2,185.87
316.95,281.12,221.79,NA,NA,NA
NA,NA,NA,205.83,173.51,186.1
110.45,125.27,126.69,125.93,131.11,146.99
125.66,141.12,142.88,135.86,NA,NA
316.76,NA,224.15,NA,NA,NA
124.96,142.24,NA,NA,NA,NA
289.79,NA,275.18,NA,NA,NA
120.5,NA,145.78,148.58,141.52,NA
123.12,162.28,NA,144.57,NA,NA
NA,100.25,147.34,NA,138.42,NA
NA,NA,NA,161.99,150.3,NA
NA,114.52,115.37,NA,NA,NA
319.85,NA,227.62,244.76,166.49,NA
291.87,284.69,291.21,272.63,NA,NA
NA,114.09,115.54,NA,NA,NA
109.89,126.19,125.22,137.23,136.28,163.35
105.29,108.35,103.25,100.74,NA,NA
330.38,NA,330.79,NA,293.72,NA
NA,283.73,291.02,NA,263.95,NA
285.04,279.65,280.78,NA,NA,NA
NA,131.67,137.13,147.79,NA,NA
289.11,245.76,NA,NA,NA,NA
NA,NA,291.12,278,275.97,NA
NA,21.42,1.64,32.61,47.62,85.37
289.35,278.71,14.24,NA,NA,NA
289.94,279.8,NA,NA,NA,NA
120.27,156.07,NA,NA,NA,NA
89.02,97.35,NA,NA,NA,NA
NA,NA,NA,79.87,105.08,NA
323.03,279.17,NA,241.77,200.01,NA
NA,139.17,144.41,NA,144.05,NA
87.86,94.71,104.25,107.89,108.61,133.37
87.63,91.22,102.15,98.36,105.09,NA
328.32,NA,103.76,98.93,102.98,122.39
92.64,97.19,109.71,103.83,106.58,129.82
NA,NA,299.14,NA,288.12,280.87
NA,140.73,140.85,144.52,NA,NA
313.27,275.41,223.66,245.75,203.76,NA
NA,287.09,291.95,276.02,273.55,276.94
3.33,93.13,104.42,111.46,109.2,131.85
312.29,NA,225.54,NA,199.13,NA
NA,274.4,NA,244.43,NA,NA
313.51,273.81,224.32,243.95,NA,NA
313.85,281.1,222.76,NA,209.55,NA
99.72,NA,112.62,109.11,111.15,NA
NA,90.66,NA,95.67,103.35,NA
NA,90.77,97.12,92.98,99.59,NA
NA,249.75,206.85,231.09,198.93,201.2
331.13,81.7,289.95,258.3,219.35,215.33
NA,NA,102.06,NA,111.57,131.63
331.05,296.9,295.5,261.26,221.47,208.98
100.59,NA,110.59,NA,111.07,NA
178.84,228.38,176.05,210.79,176.51,NA
320.99,277.46,229.77,246.84,199.55,NA
232.61,240.24,231.6,232.81,217.47,212.71
311.95,293.25,295.91,259.55,NA,NA
323.19,NA,250.06,NA,223.06,NA
NA,234.43,180.56,221.59,181.07,NA
274.04,116,241.95,NA,221.11,216.83
NA,NA,NA,250.51,221.04,NA
NA,264.55,121.48,197.88,NA,NA
NA,NA,NA,249.54,202.68,NA
311.02,235.32,233.01,250.37,NA,NA
183.41,NA,102.76,NA,107.83,129.04
NA,NA,NA,102.14,104.48,NA
94.34,98.92,105.14,NA,184.75,132.34
309.92,272.56,106.02,103.05,110.52,NA
291.18,284.75,283.33,271.45,NA,NA
273.64,267.75,NA,NA,NA,NA
278.37,NA,245.76,249.27,221.84,NA
328.03,291.25,293.91,261.24,231.33,223.94
277.13,NA,240.24,NA,220.95,NA
NA,262.73,NA,249.61,NA,NA
104.86,118.81,239.56,125.6,113.8,NA
NA,NA,NA,NA,224.4,222.49
107.25,NA,123.38,NA,NA,NA
NA,272.17,288.54,265.89,138.34,149.4
111.38,232.02,NA,NA,NA,NA
185.24,227.86,177.93,214.17,177.95,NA
NA,NA,245.13,246.98,219.9,214.93
276.58,NA,240.83,NA,224.38,218.53
129.39,163.14,NA,NA,NA,NA
NA,NA,NA,262.35,250.47,NA
277.31,265.74,NA,NA,NA,NA
276.01,264.81,NA,239.47,221.18,219.89
184.21,232.72,NA,218.54,NA,NA
253.73,NA,210.34,231.95,203.22,203.29
NA,NA,262.4,260.05,NA,NA
293.81,287.14,291.68,260.88,NA,NA
234.53,219.72,202.32,149.39,198.24,NA
111.01,135.1,133.71,NA,142.37,NA
106.17,100.63,109.99,106.07,110.19,127.14
117.33,128.95,133.27,135,NA,NA
209.77,241.39,185.2,224.85,NA,NA
296.56,NA,294.04,NA,277.59,NA
232.07,212.63,205.01,197.35,NA,NA
285.64,112.25,261.04,NA,236.04,NA
276.51,139.42,139.95,NA,141.31,NA
288.65,270.44,241.96,248.75,211.5,NA
308.82,NA,233.59,NA,NA,NA
117.27,130.03,179.21,139.75,195.93,NA
NA,278.81,NA,228.97,NA,NA
NA,NA,NA,NA,109.76,126.16
291.9,283.77,282.23,274.12,NA,NA
292.07,284.1,284.76,272.64,NA,NA
282.65,276.6,267.49,262.03,250.86,NA
288.52,283.49,269.92,NA,247.72,NA
NA,280.96,281.6,267.01,258.83,NA
286.52,281.78,283.22,NA,NA,NA
102.36,114,110.9,110.09,112.25,NA
90.89,98.53,111.09,103.57,108.51,129.66
103.1,110.04,NA,110.63,111.89,NA
117.41,140.62,NA,NA,NA,NA
115.43,136.84,136.02,NA,NA,NA
285.84,283.87,NA,273.34,NA,NA
292.91,NA,283.1,272.79,265.27,NA
288.02,NA,280.73,NA,258.52,NA
92.63,316.21,107.14,100.71,106.85,157.06
286.52,281.23,284.24,269.36,260.51,NA
294.16,283.27,292.28,274.32,NA,NA
310.22,282.26,232.81,269.68,NA,NA
299.19,289.78,295.44,281.06,NA,NA
124.02,160.17,NA,NA,NA,NA
284.93,282.48,286.69,233.69,277.08,279.58
123.23,161.28,150.6,NA,NA,NA
121.92,147.52,142.1,161.13,NA,NA
NA,NA,NA,79.42,109.73,127.58
287.99,283.53,NA,NA,NA,NA
288.95,280.28,279.03,276.24,261.56,NA
NA,NA,291.67,NA,258.38,276.38
293.6,288.65,289.29,107.94,355.47,NA
NA,NA,280.92,275.57,261.78,NA
115.21,149.79,131.99,144.28,139.37,NA
291.67,288.88,286.33,270.49,271.18,NA
289.35,279.98,283.08,269.1,NA,NA
288.35,281.89,280.9,270.19,262.01,NA
106.04,114.03,117.43,NA,123.51,NA
104.41,108.67,NA,NA,NA,NA
286.69,282.08,NA,276.4,NA,NA
293.56,286.62,293.16,276.6,NA,NA
287.02,282.57,280.2,262.04,262.01,NA
306.49,273.98,263.44,257.39,238.68,236.2
285.96,281.71,286.63,273.24,276.5,283.32
98.27,108.88,115,114.73,112.3,131.9
87.51,88.88,NA,NA,NA,NA
NA,NA,98.38,99.8,128.29,129.99
NA,NA,93.36,NA,102.73,NA
NA,103.63,110.42,100.73,NA,NA
286.43,174.32,147.4,151.96,149.51,NA
136,141.17,145.6,142.8,NA,NA
288.58,284.57,NA,NA,NA,NA
NA,210.08,171.17,NA,NA,NA
119.09,132.24,136.85,NA,NA,NA
307.37,274.58,NA,NA,NA,NA
NA,286.71,288.14,NA,268.11,283.06
NA,162.78,154.19,NA,NA,NA
283.23,NA,262.4,NA,NA,NA
274.67,272.08,267.59,257.93,235.82,NA
285.97,NA,279.49,NA,NA,NA
NA,281.28,NA,268.56,267.21,NA
NA,279.64,NA,247.51,NA,NA
NA,133.95,NA,138.02,NA,NA
NA,NA,NA,107.45,113.46,NA
289.23,283.96,NA,268.11,NA,NA
309.26,NA,232.28,NA,NA,NA
290.01,282.43,279.89,270.6,264.18,NA
NA,NA,NA,NA,108.39,115.87
NA,NA,107.47,111.9,NA,NA
286.8,NA,286.46,273.9,NA,NA
305.57,NA,237.18,NA,204.45,NA
288.78,280.02,279.77,266.48,261.16,NA
304.01,274.42,230.81,93.16,NA,NA
289.28,278.04,273.83,NA,262.19,NA
NA,284.4,285.81,273.4,256.87,136.07
287.72,281.56,277.59,267.36,258.48,NA
114.89,131.57,133.54,132.61,135.15,151.03
286.2,246.18,271.32,NA,NA,NA
317.47,296.05,295.83,264.05,224.07,215.17
NA,280.92,NA,270.67,NA,NA
325.77,295.25,294.61,266.88,227.25,215.5
NA,NA,291.16,NA,229.06,NA
117.4,136.7,232.64,135.68,NA,NA
266.61,294.72,294.49,265.07,228.19,213.82
NA,NA,133.13,NA,134.8,NA
323.13,296.32,295.03,264.15,229,NA
90.34,95.86,NA,99.69,NA,NA
307.33,294.44,294.95,259.08,228.31,NA
323.52,291.82,312.83,262.46,115.47,215.39
91.41,91.15,297.48,NA,227.24,215.54
330.51,295.39,NA,261.37,NA,NA
NA,283.48,267.34,NA,NA,NA
89.55,92.59,107.91,101.54,109.73,127.74
NA,282.35,NA,100.29,109.02,NA
86.29,96,106.52,NA,111.89,130.05
110.87,124.27,123.23,129.63,132.7,152.15
116.97,131.25,135.66,134.99,NA,NA
124.64,167.72,261.33,NA,137.8,193.29
284.45,273.48,NA,258.37,236.12,NA
310.36,NA,236.36,NA,NA,NA
NA,287.56,298.83,263.04,228.48,219.72
NA,289.54,293.22,NA,237.4,279.23
301.33,NA,271.18,270.8,NA,NA
323.33,275.38,296.77,262.94,228.94,216.04
NA,NA,NA,NA,227.87,223.47
74.04,294.23,127.52,NA,130.95,153.23
138.38,135.96,130.86,146.58,NA,NA
115.32,128.94,132.99,135.07,NA,NA
122.02,136.39,137.91,NA,NA,NA
NA,95.8,NA,100.2,NA,NA
NA,NA,NA,98.69,105.5,123.84
90.25,99.09,107.85,NA,108.11,126.08
111.21,125.45,NA,128.41,131.69,152.32
304.63,273.74,238.15,245.18,209.82,NA
105.52,113.96,135.72,134.46,NA,NA
267.99,300.41,221.55,227.46,NA,NA
10.68,87.56,125.34,226.53,168.06,NA
NA,NA,NA,113.26,159.2,178.91
89.36,NA,291.24,98.09,98.51,NA
294.75,288.16,NA,275.99,NA,NA
NA,108.08,NA,111.56,NA,NA
287.5,286.16,284.87,NA,NA,NA
241.75,NA,206.34,NA,NA,NA
89.36,98.94,103.99,99.86,NA,NA
NA,NA,103.21,NA,107.92,130.31
NA,88.37,NA,94.03,NA,NA
NA,NA,NA,94.45,104.85,113.46
NA,NA,NA,NA,99.52,121.73
NA,NA,282.99,NA,262.91,NA
289.83,287.18,285.33,274.32,NA,NA
114.78,129,NA,130.62,NA,NA
NA,275.46,242.18,NA,NA,NA
303.04,274.16,239.86,245.29,206.18,203.69
113.4,126.12,130.18,186.04,132.22,NA
299.92,277.25,239.02,NA,NA,NA
291.75,NA,286.88,NA,265.74,NA
292.22,283.68,282.97,268.56,262.11,NA
90.46,93.79,102.67,102.88,NA,NA
84.45,95.64,100.55,101.41,109.1,205.87
300.18,294.32,297.81,101.71,265.31,NA
NA,NA,121.41,94.7,109.27,130.99
111.89,127.99,124.84,131.71,134.26,152.05
295.43,286.27,291.35,275.96,96.22,278.21
291.85,283.18,285.07,271.5,267.56,NA
289.73,NA,290.53,277.34,NA,NA
114.92,130.46,129.13,138.41,NA,NA
288.23,283.3,NA,NA,NA,NA
293.34,284.72,NA,273.55,NA,NA
NA,NA,NA,270.5,269.27,NA
290.55,285.38,284.29,267.94,267.93,NA
290.92,281.82,283.52,266.31,263.53,NA
292.02,NA,282.84,NA,265.17,NA
292.82,267.43,283.67,NA,NA,NA
NA,NA,NA,99.48,103.77,NA
91.39,99.32,102.84,101.28,109.88,131.02
NA,93.67,100.87,NA,101.87,NA
162.44,223.5,175.47,210.89,176.37,190.52
108.81,119.4,113.81,115.68,NA,NA
93.58,99.13,106.11,101.83,109.48,129.28
292.86,291.35,289.15,276.17,NA,NA
165.35,223.69,169.37,NA,NA,NA
NA,280.36,NA,274.37,266.67,NA
84.33,91.86,NA,NA,NA,NA
NA,NA,NA,NA,109.27,125.71
290.26,NA,285.3,NA,NA,NA
90.68,142.8,102.23,101.82,109.22,129.61
127.16,165.29,150.96,NA,NA,NA
NA,95.43,NA,99.84,103.85,NA
106.94,109.37,109.62,105.28,105.64,121.4
311.93,NA,305.04,NA,285.02,278.05
85.16,85.9,99.56,95.52,104.1,125.37
92.64,126.22,102.62,102.66,268.48,133.5
100.28,107.76,NA,107.4,107.97,131.93
106.89,115.04,117.65,NA,NA,NA
NA,89.65,NA,94.9,NA,NA
84.55,92.21,102.84,98.85,107.77,126.63
87.85,94.32,103.55,101.04,106.81,130.53
292.57,281.59,NA,NA,NA,NA
NA,NA,NA,94.78,102.05,NA
NA,NA,NA,110.25,117.68,NA
NA,NA,273.66,NA,264.98,NA
242.73,245.62,205.14,242.05,208.75,203.89
111.15,121.44,NA,NA,NA,NA
NA,96.91,NA,97.75,103.11,NA
NA,147.25,NA,156.55,NA,NA
109.76,114.62,113.69,113.31,122.85,135.78
NA,139.54,139.02,147.66,143.21,159.86
NA,129.74,128.05,NA,NA,NA
261.58,NA,235.43,NA,NA,NA
245.37,247.94,218.42,NA,NA,NA
288.92,280.91,275.28,NA,247.65,NA
107.91,116.42,NA,NA,NA,NA
293.05,276.07,282.71,259.31,243.31,236.98
265.68,251.44,242.78,NA,NA,NA
251.78,247.97,209.34,NA,201.38,204.61
83.71,89.34,NA,107.54,NA,NA
287.45,279.47,275.45,263.02,249.66,NA
81.21,90.04,NA,98.71,106.22,123.38
247.98,249.4,199.65,NA,NA,NA
89.93,NA,101.03,99.71,NA,NA
NA,NA,100.81,NA,103.33,NA
72.57,114.26,NA,NA,NA,NA
291.05,280.19,267.77,260.22,243.93,NA
NA,NA,278.4,NA,246.35,243.68
NA,114.31,NA,117.39,NA,NA
99.83,NA,117.85,117.3,122.01,NA
112.37,132.05,135.79,NA,NA,NA
125.67,143.38,146.27,NA,145.39,NA
284.05,271.49,277.83,NA,245.42,NA
NA,NA,276.05,NA,265.23,NA
244.45,NA,212.26,NA,NA,NA
256.17,NA,212.79,NA,NA,NA
119.44,145.36,142.65,NA,NA,NA
119.99,151.94,NA,NA,NA,NA
256.4,NA,233.62,NA,230.04,NA
289.78,283.22,283.48,NA,NA,NA
NA,94.43,94.66,98.74,100.14,NA
255.66,NA,240.76,NA,NA,NA
286.3,130.9,269.71,NA,NA,NA
NA,NA,NA,256.53,244.95,243.67
NA,283.47,277.66,261.07,252.56,NA
NA,275.42,NA,265.14,NA,NA
258.68,257.99,226.45,NA,NA,NA
NA,NA,NA,NA,109.43,117.64
NA,123.5,NA,137.51,NA,NA
106.18,114.71,119.14,119.89,NA,NA
285.99,NA,267.63,NA,244.02,242.38
254.09,276.05,278.73,260.6,NA,NA
257.01,252.11,215.7,234.8,NA,NA
114.79,132.54,132.81,177.17,131.66,NA
NA,107.38,NA,107.64,116.14,NA
108.11,291.87,126.99,282.37,NA,NA
NA,NA,NA,104.32,109.41,130.1
NA,278.97,273.16,NA,NA,NA
NA,90.76,NA,96.22,100.77,126.83
NA,NA,266.51,NA,254.7,NA
NA,121.48,271.19,101.61,109.24,NA
NA,226.38,NA,211.33,175.46,NA
284.42,277.07,270.64,261.01,245.6,236.96
286.3,NA,279.46,263.26,248.9,NA
167.92,228.63,174.14,211.1,175.29,NA
287.43,NA,276.82,263.54,250.55,NA
162.46,224.39,169.59,211.2,NA,NA
NA,NA,NA,98.46,103.98,NA
251.5,299.07,139.69,241.46,174.62,NA
7.71,119.49,119.97,NA,NA,NA
NA,143.72,139.33,153.12,NA,NA
111.93,118.2,119.89,115.92,120.61,136.82
NA,149.65,146.47,NA,NA,NA
289.19,NA,276.87,262.49,251.88,NA
160.6,223.91,172.87,209.43,NA,NA
286.88,NA,275.67,263.93,178.51,184.52
NA,291.14,NA,280.86,NA,NA
111.42,141.48,142.94,NA,NA,NA
115.17,131,134.86,NA,NA,NA
NA,143.15,141.12,NA,149.78,NA
NA,NA,274.77,262.76,251.57,NA
NA,136.86,141.2,142.72,138.71,NA
NA,145.56,143.2,NA,150.39,NA
4.79,297.82,NA,240.42,175.71,NA
286.05,274.07,NA,261.49,NA,NA
NA,NA,NA,261.9,246.98,240.27
NA,NA,275.45,NA,249.19,NA
289.41,277.71,269.18,262.73,247.47,188.94
285.2,275.46,265.07,257.57,244.06,NA
NA,143.41,140.41,NA,144.19,NA
4.79,145.23,NA,241,NA,NA
NA,298.92,309.86,NA,176.32,183.46
114.18,117.34,122.68,116.83,121.72,136.33
NA,NA,277.63,NA,249.7,NA
286.94,278.4,278.26,262.38,246.12,NA
15.92,295.86,NA,232.16,171.91,186.02
104.91,114.82,121.58,NA,NA,NA
109.28,118.84,120.55,NA,115.28,NA
82.1,89.52,NA,NA,NA,NA
239.03,295.49,154.69,242.6,102.42,NA
NA,NA,NA,244.79,177.2,186.64
14.34,295.57,NA,228.42,NA,NA
79.66,86.47,269.99,93.17,102.15,NA
17.97,294.87,NA,228.57,143.42,186.64
285.93,277.54,NA,NA,NA,NA
NA,279.6,NA,261.74,246.17,242.54
NA,NA,273.58,NA,249.6,NA
287.59,93.55,269.9,101.52,NA,NA
94.9,177.67,102.82,100.71,NA,NA
94.47,NA,114,NA,110.03,130.44
85.17,97.89,98.4,NA,108.59,131.76
NA,94.36,NA,116.93,NA,NA
86.6,143.6,100.28,100.86,NA,NA
118.46,133.07,NA,NA,NA,NA
NA,143.96,142.2,146.17,148.59,NA
90.62,NA,103.7,NA,NA,NA
88.83,97.69,105.43,102.04,108.97,NA
287.15,NA,235.53,NA,204.26,NA
81.56,90.05,NA,94.96,103.25,129.92
NA,102,107.28,NA,102.87,NA
358.88,294.18,203.82,244.16,181.7,186.08
97.4,98.72,103.02,102.44,108.38,126.59
12.75,296.67,141.38,NA,NA,NA
284.67,NA,275.86,NA,258.24,NA
284.83,278.55,NA,262.33,NA,NA
NA,NA,295.69,NA,283.81,NA
284.9,275.58,265.14,NA,NA,NA
288.08,283.48,NA,259.91,NA,NA
289.1,279.94,280.32,NA,NA,NA
NA,85.89,NA,95.62,103.5,NA
NA,105.12,112.06,NA,NA,NA
286.06,276.48,270.64,260.82,246.42,244.32
288.35,279.25,275.8,NA,249.85,NA
NA,NA,NA,260.97,244.71,NA
354.81,294.7,222.69,245.39,183.69,195.1
359.1,297.39,NA,245.49,180.84,NA
NA,NA,NA,248.74,176.35,NA
284.34,278.78,270.4,261.65,182.29,NA
NA,276.66,NA,265.24,246.46,244.97
287.35,276.6,272.52,NA,NA,NA
97.59,150.56,146.44,NA,NA,NA
11.82,294.09,NA,NA,NA,NA
10.55,296.44,NA,238.6,173.94,NA
286.23,280.59,276.17,NA,NA,NA
285.76,279.75,270.88,261.47,247.21,247.49
290,NA,226.68,NA,NA,NA
283,NA,271.48,NA,250.01,NA
287.12,279.11,NA,NA,NA,NA
288.25,NA,227.63,NA,NA,NA
92.52,97.74,NA,99.43,110.9,132.91
NA,85.62,NA,97.72,106.42,NA
85.31,89.39,97.01,98.32,104.64,NA
NA,NA,NA,NA,110.23,152.67
90.82,93.98,105.98,102.13,110.97,139.93
358.06,NA,216.46,NA,NA,NA
98.44,100.44,112.47,104.19,108.23,NA
354.31,294.01,242.03,247.11,185.45,195.78
5.89,184.12,154.89,180.85,163.65,NA
NA,NA,NA,238.87,178.25,193.29
287,269.2,NA,NA,NA,NA
226.47,294.01,NA,248.17,186.88,194.01
354.81,NA,230.85,NA,182.54,NA
NA,299.47,NA,246.43,210.14,NA
3.12,297.04,158.27,NA,NA,NA
NA,293.61,NA,239.48,NA,NA
NA,140.69,144.27,NA,146.71,NA
101.12,119.15,125.61,NA,127.82,NA
NA,NA,269.88,NA,249.06,247.19
90.69,105.45,104.52,124.08,119.49,137.65
NA,277.17,236.79,NA,NA,NA
319.38,287.2,NA,269.07,NA,NA
NA,296.49,NA,248.44,NA,NA
346.37,298.88,274.94,NA,204.34,243.13
NA,286.32,NA,266.61,NA,NA
NA,296.86,236.64,264.43,NA,NA
339.79,285.76,NA,266.36,229.2,161.73
303.03,287.07,NA,NA,NA,NA
6.18,294.43,161.01,240.99,177.17,189.57
NA,277.22,132.66,NA,178.98,NA
140.15,182.61,156.67,180.08,169.44,NA
299.62,261.54,213.52,188.25,NA,NA
NA,NA,NA,NA,135.87,157.49
90.01,94.9,105.04,101.4,109.01,135.5
83.16,86.86,100.51,99.66,101.86,128.19
0.12,295.85,NA,243.32,177.24,NA
148.77,223.66,170.04,212.06,179.59,NA
NA,277.27,270.49,260.55,134.3,NA
115.3,NA,133.6,NA,NA,NA
117.3,131.89,132.28,144.05,NA,NA
116.1,NA,132.01,NA,NA,NA
79.83,86.14,90.53,100.04,139.76,NA
110.45,135.96,NA,137.17,137,157.99
NA,122.01,NA,131.21,135.1,NA
NA,115.48,115.93,110.55,NA,NA
108.01,101.74,119.14,112.17,120.55,NA
113.87,115.45,129.56,137.3,135.84,154.97
89.03,93.22,104.12,100.97,110.06,134.7
285.71,280.78,274.22,NA,247.39,NA
284.26,276.85,269.35,262.26,247.76,245.74
86.73,95.54,107.32,102.23,110.84,141.52
NA,284.35,287.65,278.28,NA,NA
NA,NA,NA,15.24,30.46,67.5
112.67,134.45,132.98,153.01,NA,NA
112,142.73,140.66,157.26,NA,NA
NA,NA,134.11,151.95,NA,NA
114.24,119.73,119.39,117.75,120.03,141.67
NA,NA,17.93,100.38,36.2,NA
NA,15.04,23.62,19.99,37.64,72.24
99.64,99.61,110.07,NA,NA,NA
286.55,277.51,272.89,267.99,248.69,245.87
NA,113.6,119.98,NA,NA,NA
104.91,NA,114.84,NA,NA,NA
134.12,159.89,NA,NA,NA,NA
287.79,279.25,274.98,262.22,249.8,NA
135.13,162.33,NA,NA,NA,NA
109.38,117.47,119.44,114.06,NA,NA
108.7,104.13,108.63,104.04,NA,NA
97.14,103.42,111.56,100.52,101.28,NA
288.55,NA,272.95,261.15,NA,NA
133.59,152.5,147.52,NA,NA,NA
139.8,211.33,NA,NA,NA,NA
107.44,120.56,NA,129.53,NA,NA
140.69,212.31,164.42,NA,NA,NA
NA,208.25,162.24,208.11,NA,NA
139.93,210.62,NA,NA,NA,NA
111.61,123.88,127.49,NA,NA,NA
112.57,120.49,NA,NA,NA,NA
110.88,113.2,118.95,113.67,124.11,NA
283.87,NA,274.49,266.94,NA,NA
NA,244.08,191.93,NA,192.71,NA
NA,NA,189.65,234.58,NA,NA
NA,NA,NA,1.82,30.68,66.99
122.6,164.42,NA,NA,NA,NA
229.87,NA,194.58,226.6,NA,NA
228.6,244.26,191.98,NA,196.67,NA
NA,252.34,272.04,261.34,252.71,NA
NA,NA,177.8,NA,178.35,NA
47.35,43.52,46.73,NA,68.4,100.97
40.47,37.48,45.72,56.5,NA,NA
290.86,274.86,232.52,NA,208.1,205.39
345.3,NA,274.66,NA,191.56,NA
122.11,144.58,135.18,NA,NA,NA
104.23,117.3,120.4,NA,126.25,NA
NA,356.15,NA,15.44,33.98,67.53
16.81,NA,20.86,NA,NA,NA
NA,244.16,192.5,NA,NA,NA
NA,NA,NA,103.51,110.87,NA
89.26,94.48,NA,105.75,110.21,134.41
113.06,85.24,118.93,NA,NA,NA
299.51,284.3,287.5,NA,258.12,NA
235.84,NA,190.83,NA,NA,NA
NA,263.81,239.17,248.09,222.31,220.99
235.63,NA,192.31,230.32,NA,NA
NA,285.15,283.21,269.52,258,NA
282.69,245.78,271.94,NA,249.13,NA
NA,276.51,NA,259.82,NA,NA
NA,90.89,NA,101.68,111.67,130.04
154.7,199.1,NA,NA,NA,NA
NA,NA,NA,98.29,103.15,NA
346.55,291.58,275.73,250.43,194,198.27
156.16,117.09,119.67,NA,119.88,NA
343.74,292.96,NA,NA,NA,NA
NA,292.03,NA,251.85,198.38,198.48
346.4,293.42,272.68,252.03,195.59,197.84
NA,298.53,267.45,298.49,196.41,NA
341.78,294,269.95,NA,194.99,198.85
346.41,290.63,NA,249.1,196.33,NA
345.46,NA,277.96,NA,NA,NA
337.53,NA,277.21,NA,NA,NA
255.86,NA,225.08,244.2,208.14,NA
163.92,213.53,174.02,196.44,NA,NA
148.67,NA,182.08,NA,NA,NA
343.28,293.86,270.42,251.14,198.26,NA
342.19,293.71,NA,252.16,NA,NA
160.57,212.81,176.17,207.85,NA,NA
285.55,NA,259.87,263.13,NA,NA
NA,108.66,NA,102.59,108.3,123.87
107.03,117.07,125.01,122.01,NA,NA
90.73,NA,137.07,NA,NA,NA
282.51,276.9,273.1,260.37,250.35,NA
92.67,103.57,110.4,111.9,119.34,137.58
NA,98.65,NA,117.23,NA,NA
NA,292.01,277.39,NA,205.2,NA
342.64,51.75,277.93,NA,200.21,NA
92.36,103.81,266.34,113.79,NA,NA
NA,NA,113.62,NA,118.87,137.67
90.14,99.94,NA,110.47,NA,NA
341.96,NA,275.77,NA,NA,NA
NA,NA,NA,252.66,182.82,203.43
282.22,NA,260.91,NA,251.72,NA
90.49,104.18,108.53,111.84,117.78,140.54
NA,298.13,298.51,289.7,NA,NA
340.55,295.11,278.92,254.35,199.41,NA
258.71,214.38,228.07,124.67,211.35,217.37
91.29,NA,108.23,NA,122.74,140.17
NA,90.84,NA,97.97,NA,NA
153.63,225.11,NA,NA,NA,NA
340.41,NA,279.19,NA,NA,NA
259.45,NA,241.09,NA,249.49,NA
283,253.56,NA,NA,NA,NA
283.15,276.88,NA,259.94,247.78,245.88
NA,85.85,94.85,96.35,98.75,NA
290.89,278.54,272.61,264.48,249.99,249.29
282.22,274.7,266.54,260.84,251.5,NA
107.66,118.56,123.57,117.61,126.59,NA
NA,NA,98.38,99.4,NA,NA
NA,84.87,94.33,97.42,106.88,NA
80.32,86.6,94.9,93.85,99.98,119.12
338.61,293.69,279.71,NA,204.24,NA
286.6,278.39,274.61,263.15,252.82,246.82
287.15,NA,273.63,264.24,252.95,253.72
339.26,292.7,NA,251.36,200.21,NA
340.7,293.67,278.9,252.95,200.91,205.17
285.49,NA,274.22,264.47,250.61,NA
289.11,NA,273.13,NA,250.29,NA
284.79,NA,272.64,265.12,251.54,NA
287.59,280.08,272.34,262.79,250.47,NA
NA,291.6,301.86,284.19,280.27,NA
NA,102.84,NA,110.68,113.45,140.59
103.67,109.94,110.59,103.78,108.4,124.02
82.23,87.55,NA,98.46,110.69,123.9
158.04,221.47,168.47,NA,NA,NA
93.81,100.37,107.47,130.21,112.62,135.19
166.74,219.12,NA,NA,NA,NA
160.87,197.78,NA,NA,NA,NA
107.67,108.09,111.01,101.87,107.86,NA
163.17,200.25,167.29,198.54,177.21,NA
85.94,91.5,96.14,99.81,107.06,129.12
171.01,238.45,NA,210.25,NA,NA
91.49,99.57,100.41,NA,NA,NA
89.31,99.03,NA,105.77,114.67,NA
160.01,223.06,NA,209.8,NA,NA
170.69,222.89,184.76,216.89,NA,NA
NA,NA,NA,NA,114.65,136.21
105.73,NA,124.2,NA,125.79,148.44
173.36,234.07,NA,NA,NA,NA
274.25,263.92,242.41,248.33,226.09,222.9
288.78,279.15,275.23,265.23,254.38,246.43
283.16,274.46,274.65,260.3,251.47,NA
112.11,145.07,140.64,154.45,146.88,NA
99.56,100.72,NA,103.83,107.06,126.63
296.9,283.05,NA,268.96,258.03,NA
287.9,282.01,280.45,264.18,255.19,248.29
NA,NA,NA,264.64,252.51,NA
166.89,227.61,177.91,212.71,NA,NA
NA,101.3,NA,112.06,NA,NA
NA,NA,298.56,291.35,NA,NA
88.45,97.05,103.87,100.91,109.34,122.62
293.94,281.4,285.75,269.87,256.71,NA
288.78,280.45,275.72,265.37,248.4,250.46
87.04,92.01,99.82,98.34,NA,NA
NA,NA,102.64,104.65,105.13,123.82
NA,90.81,NA,96.55,NA,NA
NA,98.12,NA,97.95,102.39,NA
NA,NA,NA,NA,106.48,127.85
332.08,291.63,281.19,254.41,208.28,203.11
